case_number,date_filed,time_filed,crime_type_code,description,status,district_name,police_station,location_name,location_lat,location_lng,investigation_office,year_filed,month_filed,hour_of_crime
KAR/BEN/2024/1226,2024-11-15,18:32:00,murder,"Reported incident of murder at Near Mannan Street, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban West PS,"Near Mannan Street, Bengaluru Urban",12.9171,77.5545,Insp. Unni Parikh,2024,11,18
KAR/BEN/2024/1227,2025-04-07,12:05:00,fraud,"Reported incident of fraud at Near Master Chowk, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban Traffic PS,"Near Master Chowk, Bengaluru Urban",12.9603,77.5704,Insp. Nitara Datta,2025,4,12
KAR/CHI/2024/1228,2025-04-06,09:29:00,cybercrime,"Reported incident of cybercrime at Near Kannan Marg, Chikkamagaluru.",open,Chikkamagaluru,Chikkamagaluru Market PS,"Near Kannan Marg, Chikkamagaluru",13.2953,75.6833,Insp. Hemangini Chaudhari,2025,4,9
KAR/BAL/2024/1229,2025-01-30,10:41:00,drug_offence,"Reported incident of drug offence at Near Sankaran Path, Ballari.",under_investigation,Ballari,Ballari Market PS,"Near Sankaran Path, Ballari",15.2047,76.8888,Insp. Watika Iyer,2025,1,10
KAR/KOP/2024/1230,2024-07-31,19:45:00,assault,"Reported incident of assault at Near Cherian Circle, Koppal.",under_investigation,Koppal,Koppal Industrial PS,"Near Cherian Circle, Koppal",15.2606,76.1197,Insp. Sanya Dara,2024,7,19
KAR/BEN/2024/1231,2025-02-10,21:11:00,eve_teasing,"Reported incident of eve teasing at Near Brar Road, Bengaluru Urban.",chargesheeted,Bengaluru Urban,Bengaluru Urban East PS,"Near Brar Road, Bengaluru Urban",13.0218,77.53,Insp. Parth Deep,2025,2,21
KAR/HAS/2024/1232,2024-04-10,01:34:00,drug_offence,"Reported incident of drug offence at Near Ranganathan Circle, Hassan.",chargesheeted,Hassan,Hassan Town PS,"Near Ranganathan Circle, Hassan",13.0785,76.0276,Insp. Frado Hegde,2024,4,1
KAR/BEN/2024/1233,2024-11-18,09:33:00,eve_teasing,"Reported incident of eve teasing at Near Nigam Ganj, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban South PS,"Near Nigam Ganj, Bengaluru Urban",12.9851,77.5641,Insp. Keya Padmanabhan,2024,11,9
KAR/HUB/2024/1234,2024-09-18,08:05:00,senior_citizen_crime,"Reported incident of senior citizen crime at Near Bhargava Chowk, Hubballi-Dharwad.",open,Hubballi-Dharwad,Hubballi-Dharwad Town PS,"Near Bhargava Chowk, Hubballi-Dharwad",15.2961,75.1841,Insp. Krisha Jhaveri,2024,9,8
KAR/BEN/2024/1235,2024-09-27,06:11:00,hit_and_run,"Reported incident of hit and run at Near Menon Circle, Bengaluru Rural.",open,Bengaluru Rural,Bengaluru Rural Central PS,"Near Menon Circle, Bengaluru Rural",13.2287,77.5284,Insp. Vamakshi Palla,2024,9,6
KAR/MAN/2024/1236,2025-04-06,01:57:00,fraud,"Reported incident of fraud at Near Bhakta Zila, Mandya.",closed,Mandya,Mandya Rural PS,"Near Bhakta Zila, Mandya",12.486,76.9337,Insp. Warinder Kohli,2025,4,1
KAR/MAN/2024/1237,2025-03-22,10:14:00,domestic_violence,"Reported incident of domestic violence at Near Dayal Road, Mandya.",closed,Mandya,Mandya Industrial PS,"Near Dayal Road, Mandya",12.4904,76.9453,Insp. Urmi Gill,2025,3,10
KAR/BEN/2024/1238,2024-10-04,11:36:00,vehicle_theft,"Reported incident of vehicle theft at Near Reddy Circle, Bengaluru Urban. Suspect vehicle noticed with plate KA-26-A-3055.",open,Bengaluru Urban,Bengaluru Urban West PS,"Near Reddy Circle, Bengaluru Urban",12.8824,77.5543,Insp. Saumya Pandit,2024,10,11
KAR/BEN/2024/1239,2024-08-07,17:29:00,fraud,"Reported incident of fraud at Near Jayaraman Circle, Bengaluru Urban.",under_investigation,Bengaluru Urban,Bengaluru Urban Traffic PS,"Near Jayaraman Circle, Bengaluru Urban",12.9742,77.5975,Insp. Tripti Nagi,2024,8,17
KAR/CHI/2024/1240,2024-03-09,09:49:00,cybercrime,"Reported incident of cybercrime at Near Prasad Path, Chikkamagaluru.",under_investigation,Chikkamagaluru,Chikkamagaluru Town PS,"Near Prasad Path, Chikkamagaluru",13.2911,75.7534,Insp. Neel Mane,2024,3,9
KAR/BEN/2024/1241,2025-01-13,10:13:00,vehicle_theft,"Reported incident of vehicle theft at Near Butala Circle, Bengaluru Urban. Suspect vehicle noticed with plate KA-30-KA-9475.",open,Bengaluru Urban,Bengaluru Urban North PS,"Near Butala Circle, Bengaluru Urban",13.0282,77.5962,Insp. Oliver Sachar,2025,1,10
KAR/HUB/2024/1242,2024-02-06,17:51:00,fraud,"Reported incident of fraud at Near Sehgal Ganj, Hubballi-Dharwad.",open,Hubballi-Dharwad,Hubballi-Dharwad Town PS,"Near Sehgal Ganj, Hubballi-Dharwad",15.2714,75.1798,Insp. Gautam Pillai,2024,2,17
KAR/BAL/2024/1243,2024-06-25,14:37:00,fraud,"Reported incident of fraud at Near Banerjee Marg, Ballari.",under_investigation,Ballari,Ballari Market PS,"Near Banerjee Marg, Ballari",15.2171,76.8921,Insp. Logan Lalla,2024,6,14
KAR/BEN/2024/1244,2024-11-16,03:09:00,domestic_violence,"Reported incident of domestic violence at Near Behl Chowk, Bengaluru Urban.",closed,Bengaluru Urban,Bengaluru Urban South PS,"Near Behl Chowk, Bengaluru Urban",13.0226,77.5693,Insp. Anvi Bala,2024,11,3
KAR/BID/2024/1245,2024-12-17,22:37:00,hit_and_run,"Reported incident of hit and run at Near Comar Road, Bidar.",open,Bidar,Bidar Industrial PS,"Near Comar Road, Bidar",17.8864,77.553,Insp. Ayaan Sidhu,2024,12,22
KAR/BEN/2024/1246,2024-09-12,16:51:00,chain_snatching,"Reported incident of chain snatching at Near Sridhar Chowk, Bengaluru Urban. Suspect vehicle noticed with plate KA-30-M-6952.",chargesheeted,Bengaluru Urban,Bengaluru Urban North PS,"Near Sridhar Chowk, Bengaluru Urban",13.025,77.5712,Insp. Fitan Dube,2024,9,16
KAR/KAL/2024/1247,2025-03-15,00:19:00,vehicle_theft,"Reported incident of vehicle theft at Near Chaudhry Nagar, Kalaburagi. Suspect vehicle noticed with plate KA-47-B-2192.",open,Kalaburagi,Kalaburagi Market PS,"Near Chaudhry Nagar, Kalaburagi",17.3454,76.7785,Insp. Vrishti Ram,2025,3,0
KAR/BAL/2024/1248,2024-09-20,00:32:00,fraud,"Reported incident of fraud at Near Natarajan Zila, Ballari.",open,Ballari,Ballari Market PS,"Near Natarajan Zila, Ballari",15.1811,76.8871,Insp. Christopher Goel,2024,9,0
KAR/BEN/2024/1249,2024-06-22,00:18:00,assault,"Reported incident of assault at Near Balan Path, Bengaluru Urban.",chargesheeted,Bengaluru Urban,Bengaluru Urban South PS,"Near Balan Path, Bengaluru Urban",13.0121,77.5428,Insp. Girik Thaman,2024,6,0
KAR/BEN/2024/1250,2024-11-09,02:18:00,fraud,"Reported incident of fraud at Near Wagle Road, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban East PS,"Near Wagle Road, Bengaluru Urban",13.0053,77.5287,Insp. Ira Sani,2024,11,2
KAR/DAV/2024/1251,2024-06-28,19:45:00,assault,"Reported incident of assault at Near Bhavsar Ganj, Davangere.",open,Davangere,Davangere Town PS,"Near Bhavsar Ganj, Davangere",14.4976,75.9433,Insp. Warhi Khatri,2024,6,19
KAR/BEN/2024/1252,2024-07-02,17:53:00,burglary,"Reported incident of burglary at Near Mittal Marg, Bengaluru Urban.",under_investigation,Bengaluru Urban,Bengaluru Urban Central PS,"Near Mittal Marg, Bengaluru Urban",13.0006,77.6257,Insp. Bimala Choudhury,2024,7,17
KAR/HUB/2024/1253,2025-01-12,04:43:00,robbery,"Reported incident of robbery at Near Khosla Zila, Hubballi-Dharwad. Suspect vehicle noticed with plate KA-40-P-8796.",under_investigation,Hubballi-Dharwad,Hubballi-Dharwad Market PS,"Near Khosla Zila, Hubballi-Dharwad",15.3172,75.104,Insp. Kevin Basu,2025,1,4
KAR/BEN/2024/1254,2025-01-29,19:37:00,property_crime,"Reported incident of property crime at Near Ramaswamy Path, Bengaluru Urban.",chargesheeted,Bengaluru Urban,Bengaluru Urban East PS,"Near Ramaswamy Path, Bengaluru Urban",12.9846,77.5338,Insp. Oscar Dada,2025,1,19
KAR/TUM/2024/1255,2024-05-13,08:48:00,fraud,"Reported incident of fraud at Near Dhawan, Tumakuru.",under_investigation,Tumakuru,Tumakuru Town PS,"Near Dhawan, Tumakuru",13.3914,77.0843,Insp. Charan Som,2024,5,8
KAR/HUB/2024/1256,2024-02-05,23:18:00,assault,"Reported incident of assault at Near Chakraborty Nagar, Hubballi-Dharwad.",open,Hubballi-Dharwad,Hubballi-Dharwad Industrial PS,"Near Chakraborty Nagar, Hubballi-Dharwad",15.3604,75.0717,Insp. Barkha Sarin,2024,2,23
KAR/BEN/2024/1257,2024-10-15,21:42:00,vehicle_theft,"Reported incident of vehicle theft at Near Pau Circle, Bengaluru Urban. Suspect vehicle noticed with plate KA-49-B-7124.",chargesheeted,Bengaluru Urban,Bengaluru Urban East PS,"Near Pau Circle, Bengaluru Urban",12.9865,77.5191,Insp. Pooja Ramachandran,2024,10,21
KAR/KAL/2024/1258,2024-01-06,03:42:00,assault,"Reported incident of assault at Near Datta Road, Kalaburagi.",under_investigation,Kalaburagi,Kalaburagi Town PS,"Near Datta Road, Kalaburagi",17.3871,76.776,Insp. Bimala Anne,2024,1,3
KAR/MAN/2024/1259,2024-02-27,22:17:00,robbery,"Reported incident of robbery at Near Varty Road, Mangaluru (Dakshina Kannada). Suspect vehicle noticed with plate KA-15-N-3853.",under_investigation,Mangaluru (Dakshina Kannada),Mangaluru (Dakshina Kannada) Market PS,"Near Varty Road, Mangaluru (Dakshina Kannada)",12.8823,74.8426,Insp. Onkar Shanker,2024,2,22
KAR/MAN/2024/1260,2024-04-06,01:22:00,robbery,"Reported incident of robbery at Near Jhaveri Circle, Mangaluru (Dakshina Kannada). Suspect vehicle noticed with plate KA-34-KA-2828.",closed,Mangaluru (Dakshina Kannada),Mangaluru (Dakshina Kannada) Town PS,"Near Jhaveri Circle, Mangaluru (Dakshina Kannada)",12.8647,74.8385,Insp. Saumya Butala,2024,4,1
KAR/KAL/2024/1261,2024-05-07,01:02:00,burglary,"Reported incident of burglary at Near Sangha Path, Kalaburagi.",open,Kalaburagi,Kalaburagi Traffic PS,"Near Sangha Path, Kalaburagi",17.3817,76.8723,Insp. Darsh Khosla,2024,5,1
KAR/CHI/2024/1262,2024-08-08,14:37:00,assault,"Reported incident of assault at Near Trivedi Circle, Chikkamagaluru.",under_investigation,Chikkamagaluru,Chikkamagaluru Traffic PS,"Near Trivedi Circle, Chikkamagaluru",13.3262,75.6936,Insp. Daniel Seshadri,2024,8,14
KAR/HAS/2024/1263,2024-05-15,12:17:00,robbery,"Reported incident of robbery at Near Mahal Street, Hassan. Suspect vehicle noticed with plate KA-09-M-9312.",open,Hassan,Hassan Suburban PS,"Near Mahal Street, Hassan",12.9491,76.1724,Insp. Mohammed Garg,2024,5,12
KAR/HAS/2024/1264,2024-10-11,06:49:00,eve_teasing,"Reported incident of eve teasing at Near Banik Path, Hassan.",chargesheeted,Hassan,Hassan Rural PS,"Near Banik Path, Hassan",13.0382,76.0553,Insp. Keya Kapadia,2024,10,6
KAR/SHI/2024/1265,2024-05-24,05:02:00,vehicle_theft,"Reported incident of vehicle theft at Near Loyal Nagar, Shivamogga. Suspect vehicle noticed with plate KA-39-M-3634.",open,Shivamogga,Shivamogga Market PS,"Near Loyal Nagar, Shivamogga",13.9925,75.6527,Insp. Siddharth Bhagat,2024,5,5
KAR/BID/2024/1266,2024-09-15,18:57:00,cybercrime,"Reported incident of cybercrime at Near Sarma Zila, Bidar.",closed,Bidar,Bidar Suburban PS,"Near Sarma Zila, Bidar",17.9034,77.4576,Insp. Fariq Sheth,2024,9,18
KAR/DAV/2024/1267,2025-04-29,21:47:00,property_crime,"Reported incident of property crime at Near Sule Marg, Davangere.",open,Davangere,Davangere Industrial PS,"Near Sule Marg, Davangere",14.4749,75.8309,Insp. Patrick Lala,2025,4,21
KAR/MAN/2024/1268,2025-04-29,22:13:00,assault,"Reported incident of assault at Near Anne Circle, Mangaluru (Dakshina Kannada).",under_investigation,Mangaluru (Dakshina Kannada),Mangaluru (Dakshina Kannada) Market PS,"Near Anne Circle, Mangaluru (Dakshina Kannada)",12.8607,74.8577,Insp. Aarna Dash,2025,4,22
KAR/DAV/2024/1269,2024-11-11,08:41:00,vehicle_theft,"Reported incident of vehicle theft at Near Varty Ganj, Davangere. Suspect vehicle noticed with plate KA-31-KA-8123.",open,Davangere,Davangere Rural PS,"Near Varty Ganj, Davangere",14.5363,75.9287,Insp. Isaac Keer,2024,11,8
KAR/BEN/2024/1270,2024-05-21,11:03:00,domestic_violence,"Reported incident of domestic violence at Near Sama, Bengaluru Urban.",under_investigation,Bengaluru Urban,Bengaluru Urban Central PS,"Near Sama, Bengaluru Urban",13.0055,77.6215,Insp. Fariq Chandran,2024,5,11
KAR/BAL/2024/1271,2025-04-01,12:09:00,burglary,"Reported incident of burglary at Near Varghese Chowk, Ballari.",open,Ballari,Ballari Suburban PS,"Near Varghese Chowk, Ballari",15.1972,76.8492,Insp. Pahal Nath,2025,4,12
KAR/BEN/2024/1272,2025-04-02,01:06:00,robbery,"Reported incident of robbery at Near Nayar Street, Bengaluru Urban. Suspect vehicle noticed with plate KA-45-M-8246.",open,Bengaluru Urban,Bengaluru Urban Central PS,"Near Nayar Street, Bengaluru Urban",12.9757,77.6268,Insp. Brijesh Lad,2025,4,1
KAR/BEN/2024/1273,2024-01-21,08:00:00,burglary,"Reported incident of burglary at Near Mannan Zila, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban South PS,"Near Mannan Zila, Bengaluru Urban",13.0367,77.5486,Insp. Quincy Krishnan,2024,1,8
KAR/HUB/2024/1274,2024-08-27,16:17:00,fraud,"Reported incident of fraud at Near Devi Circle, Hubballi-Dharwad.",under_investigation,Hubballi-Dharwad,Hubballi-Dharwad Town PS,"Near Devi Circle, Hubballi-Dharwad",15.3143,75.1911,Insp. Ubika Dani,2024,8,16
KAR/BEN/2024/1275,2024-10-06,06:27:00,vehicle_theft,"Reported incident of vehicle theft at Near Mital Street, Bengaluru Urban. Suspect vehicle noticed with plate KA-18-B-1138.",open,Bengaluru Urban,Bengaluru Urban Central PS,"Near Mital Street, Bengaluru Urban",13.0195,77.6066,Insp. David Andra,2024,10,6
KAR/SHI/2024/1276,2024-06-10,15:56:00,assault,"Reported incident of assault at Near Bajaj Circle, Shivamogga.",chargesheeted,Shivamogga,Shivamogga Suburban PS,"Near Bajaj Circle, Shivamogga",13.9481,75.6653,Insp. Yashoda Natt,2024,6,15
KAR/BEN/2024/1277,2025-03-25,17:49:00,chain_snatching,"Reported incident of chain snatching at Near Dewan, Bengaluru Urban. Suspect vehicle noticed with plate KA-18-KB-3452.",open,Bengaluru Urban,Bengaluru Urban West PS,"Near Dewan, Bengaluru Urban",12.9197,77.5671,Insp. Abhiram Sani,2025,3,17
KAR/VIJ/2024/1278,2024-06-19,15:59:00,drug_offence,"Reported incident of drug offence at Near Kanda Nagar, Vijayapura.",under_investigation,Vijayapura,Vijayapura Suburban PS,"Near Kanda Nagar, Vijayapura",16.7734,75.6875,Insp. Lila Misra,2024,6,15
KAR/BEN/2024/1279,2024-02-10,12:55:00,vehicle_theft,"Reported incident of vehicle theft at Near Shankar Street, Bengaluru Urban. Suspect vehicle noticed with plate KA-29-M-3870.",open,Bengaluru Urban,Bengaluru Urban West PS,"Near Shankar Street, Bengaluru Urban",12.8668,77.5792,Insp. Prisha Oak,2024,2,12
KAR/BEN/2024/1280,2024-10-24,09:37:00,burglary,"Reported incident of burglary at Near Lala Ganj, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban Central PS,"Near Lala Ganj, Bengaluru Urban",12.979,77.6434,Insp. Ikshita Shere,2024,10,9
KAR/VIJ/2024/1281,2025-04-14,18:41:00,hit_and_run,"Reported incident of hit and run at Near Ramesh Marg, Vijayapura.",under_investigation,Vijayapura,Vijayapura Suburban PS,"Near Ramesh Marg, Vijayapura",16.8119,75.6658,Insp. Divya Sibal,2025,4,18
KAR/BEN/2024/1282,2025-05-25,16:43:00,property_crime,"Reported incident of property crime at Near Warrior Chowk, Bengaluru Urban.",under_investigation,Bengaluru Urban,Bengaluru Urban Traffic PS,"Near Warrior Chowk, Bengaluru Urban",12.9702,77.5928,Insp. Jack Pandya,2025,5,16
KAR/BEL/2024/1283,2024-12-18,15:53:00,cybercrime,"Reported incident of cybercrime at Near Rastogi Marg, Belagavi.",chargesheeted,Belagavi,Belagavi Traffic PS,"Near Rastogi Marg, Belagavi",15.748,74.4694,Insp. Yashawini Loke,2024,12,15
KAR/BEL/2024/1284,2024-04-27,04:58:00,drug_offence,"Reported incident of drug offence at Near Parmer Circle, Belagavi.",open,Belagavi,Belagavi Rural PS,"Near Parmer Circle, Belagavi",15.8019,74.5333,Insp. Bachittar Chandra,2024,4,4
KAR/BEN/2024/1285,2024-04-06,03:57:00,robbery,"Reported incident of robbery at Near Raman Nagar, Bengaluru Urban. Suspect vehicle noticed with plate KA-39-B-5287.",under_investigation,Bengaluru Urban,Bengaluru Urban Central PS,"Near Raman Nagar, Bengaluru Urban",12.9959,77.6161,Insp. Harita Rao,2024,4,3
KAR/BEN/2024/1286,2025-01-19,01:59:00,cybercrime,"Reported incident of cybercrime at Near Sandal Nagar, Bengaluru Urban.",chargesheeted,Bengaluru Urban,Bengaluru Urban South PS,"Near Sandal Nagar, Bengaluru Urban",13.0263,77.5664,Insp. Sudiksha Sule,2025,1,1
KAR/BEL/2024/1287,2024-12-03,04:07:00,robbery,"Reported incident of robbery at Near Lalla Ganj, Belagavi. Suspect vehicle noticed with plate KA-23-A-9173.",open,Belagavi,Belagavi Market PS,"Near Lalla Ganj, Belagavi",15.8788,74.4319,Insp. Xiti Oza,2024,12,4
KAR/MYS/2024/1288,2025-03-22,09:06:00,burglary,"Reported incident of burglary at Near Banik Marg, Mysuru.",open,Mysuru,Mysuru Central PS,"Near Banik Marg, Mysuru",12.2816,76.6213,Insp. Hardik Bains,2025,3,9
KAR/BAL/2024/1289,2024-11-16,06:56:00,chain_snatching,"Reported incident of chain snatching at Near Tripathi Circle, Ballari. Suspect vehicle noticed with plate KA-38-B-2250.",under_investigation,Ballari,Ballari Industrial PS,"Near Tripathi Circle, Ballari",15.0712,76.93,Insp. Edhitha Vala,2024,11,6
KAR/HAS/2024/1290,2025-02-07,13:58:00,robbery,"Reported incident of robbery at Near Nagarajan Marg, Hassan. Suspect vehicle noticed with plate KA-30-A-7115.",under_investigation,Hassan,Hassan Industrial PS,"Near Nagarajan Marg, Hassan",13.0042,76.1358,Insp. Naveen Chatterjee,2025,2,13
KAR/BEN/2024/1291,2024-12-16,16:43:00,chain_snatching,"Reported incident of chain snatching at Near Kar Zila, Bengaluru Rural. Suspect vehicle noticed with plate KA-38-KA-8064.",open,Bengaluru Rural,Bengaluru Rural East PS,"Near Kar Zila, Bengaluru Rural",13.2835,77.5225,Insp. Mugdha Kibe,2024,12,16
KAR/BEL/2024/1292,2024-11-02,12:06:00,robbery,"Reported incident of robbery at Near Maharaj Nagar, Belagavi. Suspect vehicle noticed with plate KA-14-A-2876.",under_investigation,Belagavi,Belagavi Rural PS,"Near Maharaj Nagar, Belagavi",15.8435,74.5107,Insp. Alka Sekhon,2024,11,12
KAR/BEL/2024/1293,2025-01-06,19:05:00,assault,"Reported incident of assault at Near Kashyap Path, Belagavi.",under_investigation,Belagavi,Belagavi Market PS,"Near Kashyap Path, Belagavi",15.8559,74.4559,Insp. Oscar Sura,2025,1,19
KAR/BEN/2024/1294,2024-06-17,02:09:00,drug_offence,"Reported incident of drug offence at Near Prabhu Ganj, Bengaluru Urban.",chargesheeted,Bengaluru Urban,Bengaluru Urban East PS,"Near Prabhu Ganj, Bengaluru Urban",13.0356,77.5724,Insp. Yashawini Bhargava,2024,6,2
KAR/BEL/2024/1295,2025-01-04,10:18:00,assault,"Reported incident of assault at Near Bajaj Circle, Belagavi.",open,Belagavi,Belagavi Town PS,"Near Bajaj Circle, Belagavi",15.8526,74.5285,Insp. Yashodhara Ramakrishnan,2025,1,10
KAR/BEN/2024/1296,2024-11-18,18:54:00,chain_snatching,"Reported incident of chain snatching at Near Panchal Marg, Bengaluru Urban. Suspect vehicle noticed with plate KA-18-M-4886.",open,Bengaluru Urban,Bengaluru Urban Central PS,"Near Panchal Marg, Bengaluru Urban",13.0071,77.6355,Insp. Jairaj Keer,2024,11,18
KAR/KAL/2024/1297,2024-11-19,21:09:00,hit_and_run,"Reported incident of hit and run at Near Savant Marg, Kalaburagi.",open,Kalaburagi,Kalaburagi Rural PS,"Near Savant Marg, Kalaburagi",17.2357,76.835,Insp. Isaac Dutta,2024,11,21
KAR/VIJ/2024/1298,2024-08-04,03:42:00,robbery,"Reported incident of robbery at Near Krishnan Road, Vijayapura. Suspect vehicle noticed with plate KA-17-N-9813.",chargesheeted,Vijayapura,Vijayapura Rural PS,"Near Krishnan Road, Vijayapura",16.7813,75.651,Insp. Chanchal Sanghvi,2024,8,3
KAR/KOP/2024/1299,2024-03-25,23:53:00,chain_snatching,"Reported incident of chain snatching at Near Kamdar Path, Koppal. Suspect vehicle noticed with plate KA-23-A-4331.",under_investigation,Koppal,Koppal Industrial PS,"Near Kamdar Path, Koppal",15.3103,76.1569,Insp. Ekani Das,2024,3,23
KAR/BEL/2024/1300,2024-11-08,09:07:00,fraud,"Reported incident of fraud at Near Barad, Belagavi.",chargesheeted,Belagavi,Belagavi Rural PS,"Near Barad, Belagavi",15.8374,74.5066,Insp. Hamsini Aurora,2024,11,9
KAR/BEN/2024/1301,2024-06-20,05:57:00,burglary,"Reported incident of burglary at Near Oak Ganj, Bengaluru Urban.",chargesheeted,Bengaluru Urban,Bengaluru Urban North PS,"Near Oak Ganj, Bengaluru Urban",12.9904,77.5742,Insp. Upadhriti Srinivas,2024,6,5
KAR/BEN/2024/1302,2025-04-17,09:56:00,vehicle_theft,"Reported incident of vehicle theft at Near Ben Nagar, Bengaluru Urban. Suspect vehicle noticed with plate KA-44-B-4485.",chargesheeted,Bengaluru Urban,Bengaluru Urban Traffic PS,"Near Ben Nagar, Bengaluru Urban",12.9995,77.5576,Insp. Anjali Kala,2025,4,9
KAR/KAL/2024/1303,2024-01-09,07:06:00,vehicle_theft,"Reported incident of vehicle theft at Near Swaminathan Path, Kalaburagi. Suspect vehicle noticed with plate KA-24-B-2931.",under_investigation,Kalaburagi,Kalaburagi Rural PS,"Near Swaminathan Path, Kalaburagi",17.2918,76.8401,Insp. Vinaya Shan,2024,1,7
KAR/BEN/2024/1304,2024-12-24,16:11:00,chain_snatching,"Reported incident of chain snatching at Near Shetty Chowk, Bengaluru Urban. Suspect vehicle noticed with plate KA-16-A-1716.",closed,Bengaluru Urban,Bengaluru Urban West PS,"Near Shetty Chowk, Bengaluru Urban",12.9234,77.5476,Insp. Lajita Loke,2024,12,16
KAR/KOP/2024/1305,2024-10-21,05:27:00,vehicle_theft,"Reported incident of vehicle theft at Near Basak Chowk, Koppal. Suspect vehicle noticed with plate KA-41-A-7506.",open,Koppal,Koppal Suburban PS,"Near Basak Chowk, Koppal",15.3217,76.1203,Insp. Kai Kothari,2024,10,5
KAR/SHI/2024/1306,2024-10-01,17:57:00,vehicle_theft,"Reported incident of vehicle theft at Near Varty, Shivamogga. Suspect vehicle noticed with plate KA-04-B-1080.",open,Shivamogga,Shivamogga Industrial PS,"Near Varty, Shivamogga",13.8503,75.5251,Insp. Unnati Wali,2024,10,17
KAR/BEN/2024/1307,2025-05-17,12:09:00,chain_snatching,"Reported incident of chain snatching at Near Murty Circle, Bengaluru Urban. Suspect vehicle noticed with plate KA-14-KB-3783.",open,Bengaluru Urban,Bengaluru Urban Central PS,"Near Murty Circle, Bengaluru Urban",12.9647,77.6487,Insp. Karan Bhatia,2025,5,12
KAR/KOL/2024/1308,2024-02-28,12:30:00,fraud,"Reported incident of fraud at Near Pandit Street, Kolar.",open,Kolar,Kolar Industrial PS,"Near Pandit Street, Kolar",13.1935,78.0731,Insp. Samaksh Jayaraman,2024,2,12
KAR/RAI/2024/1309,2024-04-12,20:46:00,vehicle_theft,"Reported incident of vehicle theft at Near Nazareth Zila, Raichur. Suspect vehicle noticed with plate KA-45-M-6158.",open,Raichur,Raichur Rural PS,"Near Nazareth Zila, Raichur",16.2068,77.3639,Insp. Sachi Mall,2024,4,20
KAR/BEN/2024/1310,2024-01-19,11:43:00,burglary,"Reported incident of burglary at Near Sengupta Path, Bengaluru Rural.",under_investigation,Bengaluru Rural,Bengaluru Rural East PS,"Near Sengupta Path, Bengaluru Rural",13.2506,77.532,Insp. Thomas Muni,2024,1,11
KAR/BEN/2024/1311,2024-06-15,08:53:00,eve_teasing,"Reported incident of eve teasing at Near Basu Nagar, Bengaluru Rural.",under_investigation,Bengaluru Rural,Bengaluru Rural East PS,"Near Basu Nagar, Bengaluru Rural",13.254,77.5518,Insp. Saksham Patil,2024,6,8
KAR/BEN/2024/1312,2024-10-13,17:18:00,vehicle_theft,"Reported incident of vehicle theft at Near Sankaran Zila, Bengaluru Urban. Suspect vehicle noticed with plate KA-29-M-6133.",chargesheeted,Bengaluru Urban,Bengaluru Urban West PS,"Near Sankaran Zila, Bengaluru Urban",12.9206,77.5606,Insp. Tanveer Sundaram,2024,10,17
KAR/BEN/2024/1313,2024-04-28,06:40:00,robbery,"Reported incident of robbery at Near Kala Nagar, Bengaluru Urban. Suspect vehicle noticed with plate KA-24-N-8113.",under_investigation,Bengaluru Urban,Bengaluru Urban East PS,"Near Kala Nagar, Bengaluru Urban",13.0138,77.5183,Insp. George Dewan,2024,4,6
KAR/MAN/2024/1314,2024-11-13,02:03:00,hit_and_run,"Reported incident of hit and run at Near Natt Nagar, Mangaluru (Dakshina Kannada).",chargesheeted,Mangaluru (Dakshina Kannada),Mangaluru (Dakshina Kannada) Traffic PS,"Near Natt Nagar, Mangaluru (Dakshina Kannada)",12.877,74.8789,Insp. Urvashi Mutti,2024,11,2
KAR/RAI/2024/1315,2025-03-11,23:02:00,cybercrime,"Reported incident of cybercrime at Near Bhakta Circle, Raichur.",closed,Raichur,Raichur Suburban PS,"Near Bhakta Circle, Raichur",16.2167,77.3753,Insp. Tanay Randhawa,2025,3,23
KAR/CHI/2024/1316,2024-12-21,16:08:00,chain_snatching,"Reported incident of chain snatching at Near Purohit Street, Chikkamagaluru. Suspect vehicle noticed with plate KA-25-KA-1383.",open,Chikkamagaluru,Chikkamagaluru Market PS,"Near Purohit Street, Chikkamagaluru",13.2809,75.733,Insp. Urvashi Balay,2024,12,16
KAR/BEN/2024/1317,2024-08-07,02:04:00,chain_snatching,"Reported incident of chain snatching at Near Kari, Bengaluru Urban. Suspect vehicle noticed with plate KA-21-KA-5340.",under_investigation,Bengaluru Urban,Bengaluru Urban North PS,"Near Kari, Bengaluru Urban",13.005,77.5585,Insp. Kamala Mann,2024,8,2
KAR/VIJ/2024/1318,2024-12-01,21:46:00,fraud,"Reported incident of fraud at Near Mane Circle, Vijayapura.",open,Vijayapura,Vijayapura Suburban PS,"Near Mane Circle, Vijayapura",16.7809,75.6983,Insp. Shaurya Thakur,2024,12,21
KAR/DAV/2024/1319,2025-02-23,20:04:00,assault,"Reported incident of assault at Near Dubey Chowk, Davangere.",open,Davangere,Davangere Traffic PS,"Near Dubey Chowk, Davangere",14.5283,75.9337,Insp. Anthony Dara,2025,2,20
