external_id,name,type,lat,lng,district_name,junction_name,has_anpr,has_face_recog,is_active,coverage_radius_m
BATCS-0347,Traffic Signal Camera 347,BATCS,13.00836,77.695897,North Bengaluru,KR Puram,true,false,true,80
MC-P-0069,MCCTNS Camera Malleshwaram 69,MCCTNS_Private,13.00384,77.576971,North Bengaluru,Malleshwaram,false,false,true,20
MC-R-0351,MCCTNS Camera Whitefield 351,MCCTNS_RWA,12.964614,77.7,East Bengaluru,Marathahalli Bridge,false,false,true,20
MC-C-0151,MCCTNS Camera Banashankari 151,MCCTNS_Commercial,12.933164,77.543182,Bengaluru Urban,,false,false,true,20
MC-R-0216,MCCTNS Camera Malleshwaram 216,MCCTNS_RWA,13.00393,77.572925,North Bengaluru,Malleshwaram,false,false,true,20
MC-P-0053,MCCTNS Camera Manyata Tech Park 53,MCCTNS_Private,13.040164,77.630542,North Bengaluru,,false,false,true,20
MC-P-0135,MCCTNS Camera Rajajinagar 135,MCCTNS_Private,12.997371,77.540713,Bengaluru Urban,,false,false,true,20
BATCS-0010,Traffic Signal Camera 10,BATCS,12.939368,77.695506,East Bengaluru,,true,false,true,80
MC-R-0033,MCCTNS Camera Rajajinagar 33,MCCTNS_RWA,13.003827,77.557698,North Bengaluru,Rajajinagar,false,false,false,20
MC-C-0123,MCCTNS Camera BTM Layout 123,MCCTNS_Commercial,12.910344,77.618682,South Bengaluru,,false,false,true,20
SC-0215,Safe City Camera 215,Safe_City,12.91091,77.585463,South Bengaluru,JP Nagar,true,true,true,50
SC-0243,Safe City Camera 243,Safe_City,12.98519,77.588502,Central Bengaluru,,true,true,true,50
MC-C-0059,MCCTNS Camera Manyata Tech Park 59,MCCTNS_Commercial,13.046985,77.621617,North Bengaluru,Manyata Tech Park,false,false,true,20
BATCS-0147,Traffic Signal Camera 147,BATCS,12.975164,77.576474,Central Bengaluru,,true,false,true,80
MC-P-0432,MCCTNS Camera Jayanagar 432,MCCTNS_Private,12.928066,77.583596,South Bengaluru,Jayanagar,false,false,true,20
BATCS-0086,Traffic Signal Camera 86,BATCS,12.98716,77.619956,Central Bengaluru,,true,false,true,80
MC-P-0646,MCCTNS Camera Commercial Street 646,MCCTNS_Private,12.970306,77.619313,Central Bengaluru,,false,false,true,20
MC-P-0542,MCCTNS Camera Banashankari 542,MCCTNS_Private,12.931822,77.563117,Bengaluru Urban,,false,false,true,20
MC-P-0403,MCCTNS Camera JP Nagar 403,MCCTNS_Private,12.910659,77.587604,South Bengaluru,JP Nagar,false,false,true,20
MC-R-0123,MCCTNS Camera BTM Layout 123,MCCTNS_RWA,12.917402,77.611977,South Bengaluru,BTM Layout,false,false,true,20
MC-R-0074,MCCTNS Camera BTM Layout 74,MCCTNS_RWA,12.910195,77.605248,South Bengaluru,,false,false,true,20
SC-0260,Safe City Camera 260 - Electronic City Toll,Safe_City,12.85,77.675579,Bengaluru Urban,,true,true,true,50
MC-C-0035,MCCTNS Camera Jayanagar 35,MCCTNS_Commercial,12.919529,77.584456,South Bengaluru,,false,false,true,20
MC-C-0260,MCCTNS Camera Malleshwaram 260,MCCTNS_Commercial,13.003464,77.570956,North Bengaluru,Malleshwaram,false,false,true,20
BATCS-0014,Traffic Signal Camera 14,BATCS,12.936405,77.518539,Bengaluru Urban,,true,false,true,80
MC-R-0042,MCCTNS Camera JP Nagar 42,MCCTNS_RWA,12.913715,77.591772,South Bengaluru,,false,false,true,20
BATCS-0113,Traffic Signal Camera 113,BATCS,12.958054,77.605911,East Bengaluru,,true,false,true,80
MC-P-0578,MCCTNS Camera BTM Layout 578,MCCTNS_Private,12.923632,77.609628,South Bengaluru,BTM Layout,false,false,true,20
MC-C-0102,MCCTNS Camera Whitefield 102,MCCTNS_Commercial,12.959399,77.7,East Bengaluru,Marathahalli Bridge,false,false,true,20
MC-P-0164,MCCTNS Camera Manyata Tech Park 164,MCCTNS_Private,13.040479,77.636096,North Bengaluru,,false,false,true,20
MC-P-0297,MCCTNS Camera Whitefield 297,MCCTNS_Private,12.98565,77.7,Bengaluru Urban,,false,false,true,20
MC-P-0222,MCCTNS Camera Malleshwaram 222,MCCTNS_Private,12.992676,77.556286,Central Bengaluru,Rajajinagar,false,false,true,20
MC-R-0189,MCCTNS Camera BTM Layout 189,MCCTNS_RWA,12.91481,77.608734,South Bengaluru,BTM Layout,false,false,true,20
MC-P-0500,MCCTNS Camera JP Nagar 500,MCCTNS_Private,12.906677,77.601558,South Bengaluru,,false,false,true,20
MC-R-0294,MCCTNS Camera Commercial Street 294,MCCTNS_RWA,12.97956,77.607464,Central Bengaluru,Commercial Street,false,false,true,20
MC-P-0557,MCCTNS Camera Whitefield 557,MCCTNS_Private,12.973751,77.7,Bengaluru Urban,,false,false,true,20
BATCS-0141,Traffic Signal Camera 141,BATCS,12.934426,77.629508,East Bengaluru,Koramangala 5th Block,true,false,true,80
MC-P-0513,MCCTNS Camera Jayanagar 513,MCCTNS_Private,12.9331,77.593749,Bengaluru Urban,,false,false,true,20
MC-R-0313,MCCTNS Camera Rajajinagar 313,MCCTNS_RWA,12.987062,77.541491,Bengaluru Urban,,false,false,true,20
BATCS-0103,Traffic Signal Camera 103,BATCS,12.957935,77.518939,Bengaluru Urban,,true,false,true,80
SC-0013,Safe City Camera 13,Safe_City,13.038135,77.522417,North Bengaluru,,true,true,false,50
MC-C-0067,MCCTNS Camera Commercial Street 67,MCCTNS_Commercial,12.971607,77.605739,Central Bengaluru,MG Road,false,false,true,20
SC-0261,Safe City Camera 261 - Electronic City Toll,Safe_City,12.85,77.676647,Bengaluru Urban,,true,true,true,50
MC-R-0063,MCCTNS Camera Malleshwaram 63,MCCTNS_RWA,13.015817,77.57412,North Bengaluru,,false,false,true,20
SC-0066,Safe City Camera 66,Safe_City,12.98436,77.588348,Central Bengaluru,,true,true,true,50
MC-P-0452,MCCTNS Camera Commercial Street 452,MCCTNS_Private,12.985205,77.592201,Central Bengaluru,,false,false,true,20
MC-R-0329,MCCTNS Camera Whitefield 329,MCCTNS_RWA,12.97173,77.7,Bengaluru Urban,,false,false,true,20
BATCS-0074,Traffic Signal Camera 74,BATCS,12.927869,77.546399,South Bengaluru,Banashankari,true,false,true,80
MC-P-0420,MCCTNS Camera BTM Layout 420,MCCTNS_Private,12.915766,77.612818,South Bengaluru,BTM Layout,false,false,true,20
BATCS-0143,Traffic Signal Camera 143,BATCS,12.97554,77.576018,Central Bengaluru,,true,false,true,80
BATCS-0385,Traffic Signal Camera 385,BATCS,12.910544,77.585542,South Bengaluru,JP Nagar,true,false,true,80
MC-P-0050,MCCTNS Camera Manyata Tech Park 50,MCCTNS_Private,13.03841,77.624972,North Bengaluru,,false,false,true,20
BATCS-0364,Traffic Signal Camera 364,BATCS,12.937227,77.60141,East Bengaluru,,true,false,true,80
BATCS-0334,Traffic Signal Camera 334,BATCS,12.955449,77.591968,Bengaluru Urban,,true,false,true,80
SC-0236,Safe City Camera 236,Safe_City,13.037828,77.521773,North Bengaluru,,true,true,false,50
MC-P-0395,MCCTNS Camera BTM Layout 395,MCCTNS_Private,12.920049,77.604089,South Bengaluru,BTM Layout,false,false,true,20
MC-P-0348,MCCTNS Camera Rajajinagar 348,MCCTNS_Private,13.009016,77.545849,North Bengaluru,,false,false,true,20
BATCS-0370,Traffic Signal Camera 370,BATCS,12.967088,77.661485,East Bengaluru,,true,false,true,80
MC-R-0261,MCCTNS Camera Manyata Tech Park 261,MCCTNS_RWA,13.049273,77.637844,North Bengaluru,,false,false,true,20
MC-P-0272,MCCTNS Camera Malleshwaram 272,MCCTNS_Private,12.993936,77.562616,Central Bengaluru,,false,false,true,20
BATCS-0361,Traffic Signal Camera 361,BATCS,12.988768,77.617141,Central Bengaluru,,true,false,true,80
MC-R-0207,MCCTNS Camera Banashankari 207,MCCTNS_RWA,12.926917,77.544732,South Bengaluru,Banashankari,false,false,true,20
MC-R-0068,MCCTNS Camera Whitefield 68,MCCTNS_RWA,12.962095,77.7,East Bengaluru,Marathahalli Bridge,false,false,true,20
MC-P-0273,MCCTNS Camera Rajajinagar 273,MCCTNS_Private,12.99701,77.551888,Central Bengaluru,Rajajinagar,false,false,true,20
MC-R-0093,MCCTNS Camera JP Nagar 93,MCCTNS_RWA,12.904042,77.583633,South Bengaluru,JP Nagar,false,false,true,20
MC-R-0208,MCCTNS Camera Jayanagar 208,MCCTNS_RWA,12.928141,77.591459,South Bengaluru,,false,false,true,20
MC-R-0144,MCCTNS Camera BTM Layout 144,MCCTNS_RWA,12.916075,77.609852,South Bengaluru,BTM Layout,false,false,true,20
MC-R-0267,MCCTNS Camera Rajajinagar 267,MCCTNS_RWA,13.009164,77.561984,North Bengaluru,,false,false,true,20
MC-C-0012,MCCTNS Camera Malleshwaram 12,MCCTNS_Commercial,12.986928,77.566714,Central Bengaluru,,false,false,true,20
MC-P-0456,MCCTNS Camera Rajajinagar 456,MCCTNS_Private,12.98576,77.561149,Central Bengaluru,,false,false,true,20
SC-0075,Safe City Camera 75,Safe_City,12.977018,77.599663,Central Bengaluru,,true,true,true,50
MC-R-0382,MCCTNS Camera Electronic City 382,MCCTNS_RWA,12.85,77.678159,Bengaluru Urban,,false,false,true,20
MC-P-0459,MCCTNS Camera Commercial Street 459,MCCTNS_Private,12.980302,77.594105,Central Bengaluru,,false,false,true,20
MC-C-0114,MCCTNS Camera Banashankari 114,MCCTNS_Commercial,12.925581,77.53914,South Bengaluru,Banashankari,false,false,true,20
MC-P-0419,MCCTNS Camera Whitefield 419,MCCTNS_Private,12.969896,77.7,East Bengaluru,,false,false,true,20
SC-0151,Safe City Camera 151,Safe_City,12.936785,77.579949,Bengaluru Urban,,true,true,true,50
MC-C-0165,MCCTNS Camera JP Nagar 165,MCCTNS_Commercial,12.920787,77.578274,South Bengaluru,,false,false,true,20
MC-P-0444,MCCTNS Camera Whitefield 444,MCCTNS_Private,12.962362,77.7,East Bengaluru,Marathahalli Bridge,false,false,true,20
MC-R-0057,MCCTNS Camera Banashankari 57,MCCTNS_RWA,12.922085,77.536168,South Bengaluru,,false,false,true,20
MC-C-0180,MCCTNS Camera Electronic City 180,MCCTNS_Commercial,12.85,77.679699,Bengaluru Urban,,false,false,true,20
MC-C-0245,MCCTNS Camera Rajajinagar 245,MCCTNS_Commercial,12.992488,77.550561,Central Bengaluru,,false,false,true,20
MC-C-0199,MCCTNS Camera BTM Layout 199,MCCTNS_Commercial,12.9256,77.615533,South Bengaluru,,false,false,true,20
MC-C-0097,MCCTNS Camera Manyata Tech Park 97,MCCTNS_Commercial,13.046398,77.615757,North Bengaluru,Manyata Tech Park,false,false,true,20
BATCS-0033,Traffic Signal Camera 33,BATCS,12.928357,77.600458,South Bengaluru,,true,false,true,80
SC-0125,Safe City Camera 125,Safe_City,12.994692,77.607646,Central Bengaluru,,true,true,true,50
BATCS-0362,Traffic Signal Camera 362,BATCS,13.027008,77.579736,North Bengaluru,,true,false,true,80
SC-0173,Safe City Camera 173,Safe_City,12.975382,77.576292,Central Bengaluru,,true,true,true,50
SC-0050,Safe City Camera 50,Safe_City,12.931821,77.613688,East Bengaluru,,true,true,true,50
MC-C-0179,MCCTNS Camera Rajajinagar 179,MCCTNS_Commercial,13.003051,77.563535,North Bengaluru,,false,false,true,20
MC-R-0205,MCCTNS Camera Electronic City 205,MCCTNS_RWA,12.855422,77.685005,Bengaluru Urban,,false,false,true,20
MC-P-0489,MCCTNS Camera Banashankari 489,MCCTNS_Private,12.935294,77.547087,Bengaluru Urban,,false,false,true,20
MC-R-0128,MCCTNS Camera JP Nagar 128,MCCTNS_RWA,12.908762,77.584705,South Bengaluru,JP Nagar,false,false,true,20
SC-0204,Safe City Camera 204,Safe_City,12.982793,77.595884,Central Bengaluru,,true,true,false,50
MC-P-0068,MCCTNS Camera Electronic City 68,MCCTNS_Private,12.85,77.67114,Bengaluru Urban,,false,false,true,20
MC-P-0501,MCCTNS Camera Whitefield 501,MCCTNS_Private,12.971868,77.7,Bengaluru Urban,,false,false,true,20
SC-0141,Safe City Camera 141,Safe_City,13.033253,77.622708,North Bengaluru,,true,true,true,50
MC-P-0422,MCCTNS Camera Malleshwaram 422,MCCTNS_Private,13.002063,77.57178,North Bengaluru,Malleshwaram,false,false,true,20
SC-0265,Safe City Camera 265 - Hebbal Flyover,Safe_City,13.034976,77.597468,North Bengaluru,Hebbal Flyover,true,true,true,50
MC-P-0026,MCCTNS Camera Malleshwaram 26,MCCTNS_Private,13.003444,77.562558,North Bengaluru,,false,false,true,20
MC-R-0127,MCCTNS Camera Commercial Street 127,MCCTNS_RWA,12.982651,77.618152,Central Bengaluru,,false,false,true,20
BATCS-0003,Traffic Signal Camera 3,BATCS,12.93198,77.61378,East Bengaluru,,true,false,true,80
MC-R-0353,MCCTNS Camera Malleshwaram 353,MCCTNS_RWA,13.003497,77.571699,North Bengaluru,Malleshwaram,false,false,true,20
MC-P-0230,MCCTNS Camera Manyata Tech Park 230,MCCTNS_Private,13.048925,77.635528,North Bengaluru,,false,false,true,20
SC-0110,Safe City Camera 110,Safe_City,12.978314,77.542543,Bengaluru Urban,,true,true,true,50
MC-R-0143,MCCTNS Camera Rajajinagar 143,MCCTNS_RWA,13.008434,77.559023,North Bengaluru,,false,false,true,20
MC-C-0161,MCCTNS Camera Manyata Tech Park 161,MCCTNS_Commercial,13.05,77.628837,North Bengaluru,,false,false,true,20
BATCS-0273,Traffic Signal Camera 273,BATCS,13.005071,77.685104,North Bengaluru,,true,false,true,80
MC-P-0426,MCCTNS Camera Jayanagar 426,MCCTNS_Private,12.926079,77.576419,South Bengaluru,,false,false,true,20
BATCS-0304,Traffic Signal Camera 304,BATCS,12.906664,77.573158,South Bengaluru,,true,false,true,80
MC-P-0451,MCCTNS Camera JP Nagar 451,MCCTNS_Private,12.919668,77.595271,South Bengaluru,,false,false,true,20
SC-0198,Safe City Camera 198,Safe_City,12.965686,77.535386,Bengaluru Urban,,true,true,true,50
MC-P-0381,MCCTNS Camera Electronic City 381,MCCTNS_Private,12.85,77.667431,Bengaluru Urban,,false,false,true,20
MC-R-0121,MCCTNS Camera Malleshwaram 121,MCCTNS_RWA,13.013955,77.575007,North Bengaluru,,false,false,true,20
MC-P-0611,MCCTNS Camera Electronic City 611,MCCTNS_Private,12.85,77.686658,Bengaluru Urban,,false,false,true,20
BATCS-0351,Traffic Signal Camera 351,BATCS,13.01472,77.572602,North Bengaluru,,true,false,true,80
MC-C-0108,MCCTNS Camera Whitefield 108,MCCTNS_Commercial,12.978868,77.7,Bengaluru Urban,,false,false,true,20
SC-0150,Safe City Camera 150,Safe_City,13.037681,77.522293,North Bengaluru,,true,true,true,50
SC-0207,Safe City Camera 207,Safe_City,12.957105,77.573256,Bengaluru Urban,,true,true,true,50
MC-R-0373,MCCTNS Camera Whitefield 373,MCCTNS_RWA,12.954369,77.7,East Bengaluru,Marathahalli Bridge,false,false,false,20
SC-0222,Safe City Camera 222,Safe_City,12.926727,77.561661,South Bengaluru,,true,true,false,50
MC-R-0218,MCCTNS Camera Jayanagar 218,MCCTNS_RWA,12.924217,77.585347,South Bengaluru,Jayanagar,false,false,true,20
MC-R-0154,MCCTNS Camera Banashankari 154,MCCTNS_RWA,12.923539,77.555397,South Bengaluru,,false,false,true,20
MC-P-0298,MCCTNS Camera Whitefield 298,MCCTNS_Private,12.960866,77.7,East Bengaluru,Marathahalli Bridge,false,false,true,20
MC-R-0065,MCCTNS Camera BTM Layout 65,MCCTNS_RWA,12.912297,77.609029,South Bengaluru,BTM Layout,false,false,false,20
MC-P-0172,MCCTNS Camera Jayanagar 172,MCCTNS_Private,12.938965,77.588292,Bengaluru Urban,,false,false,true,20
MC-C-0119,MCCTNS Camera Banashankari 119,MCCTNS_Commercial,12.927726,77.547582,South Bengaluru,Banashankari,false,false,true,20
MC-P-0548,MCCTNS Camera BTM Layout 548,MCCTNS_Private,12.913254,77.609388,South Bengaluru,BTM Layout,false,false,true,20
BATCS-0328,Traffic Signal Camera 328,BATCS,12.976561,77.599506,Central Bengaluru,,true,false,true,80
BATCS-0008,Traffic Signal Camera 8,BATCS,12.905861,77.54271,South Bengaluru,,true,false,true,80
BATCS-0377,Traffic Signal Camera 377,BATCS,13.034701,77.557477,North Bengaluru,,true,false,true,80
SC-0024,Safe City Camera 24,Safe_City,12.974742,77.577359,Central Bengaluru,,true,true,true,50
SC-0157,Safe City Camera 157,Safe_City,13.005085,77.565262,North Bengaluru,Malleshwaram,true,true,true,50
MC-P-0058,MCCTNS Camera Whitefield 58,MCCTNS_Private,12.98269,77.7,Bengaluru Urban,,false,false,true,20
MC-C-0024,MCCTNS Camera Malleshwaram 24,MCCTNS_Commercial,12.999921,77.57924,Central Bengaluru,,false,false,true,20
MC-C-0098,MCCTNS Camera Banashankari 98,MCCTNS_Commercial,12.937911,77.533346,Bengaluru Urban,,false,false,true,20
MC-P-0484,MCCTNS Camera Commercial Street 484,MCCTNS_Private,12.993188,77.621422,Central Bengaluru,,false,false,true,20
MC-P-0097,MCCTNS Camera Manyata Tech Park 97,MCCTNS_Private,13.05,77.619429,North Bengaluru,Manyata Tech Park,false,false,true,20
MC-P-0437,MCCTNS Camera Malleshwaram 437,MCCTNS_Private,13.009156,77.576213,North Bengaluru,,false,false,true,20
MC-R-0131,MCCTNS Camera Electronic City 131,MCCTNS_RWA,12.85,77.674723,Bengaluru Urban,,false,false,true,20
MC-P-0558,MCCTNS Camera BTM Layout 558,MCCTNS_Private,12.911321,77.609457,South Bengaluru,BTM Layout,false,false,true,20
MC-P-0570,MCCTNS Camera Manyata Tech Park 570,MCCTNS_Private,13.040526,77.624803,North Bengaluru,,false,false,true,20
MC-P-0553,MCCTNS Camera Malleshwaram 553,MCCTNS_Private,12.986513,77.573901,Central Bengaluru,,false,false,true,20
MC-C-0027,MCCTNS Camera Jayanagar 27,MCCTNS_Commercial,12.924971,77.590613,South Bengaluru,,false,false,true,20
MC-P-0351,MCCTNS Camera Electronic City 351,MCCTNS_Private,12.85,77.670497,Bengaluru Urban,,false,false,true,20
BATCS-0125,Traffic Signal Camera 125,BATCS,12.998152,77.553117,Central Bengaluru,Rajajinagar,true,false,true,80
BATCS-0094,Traffic Signal Camera 94,BATCS,12.996655,77.569532,Central Bengaluru,Malleshwaram,true,false,true,80
SC-0194,Safe City Camera 194,Safe_City,12.97857,77.646582,Central Bengaluru,Indiranagar 100ft Road,true,true,true,50
BATCS-0265,Traffic Signal Camera 265,BATCS,12.95541,77.689568,East Bengaluru,,true,false,true,80
SC-0162,Safe City Camera 162,Safe_City,12.993043,77.608243,Central Bengaluru,,true,true,true,50
BATCS-0342,Traffic Signal Camera 342,BATCS,12.92655,77.561348,South Bengaluru,,true,false,true,80
MC-P-0536,MCCTNS Camera Malleshwaram 536,MCCTNS_Private,13.00094,77.575878,North Bengaluru,Malleshwaram,false,false,true,20
MC-P-0162,MCCTNS Camera BTM Layout 162,MCCTNS_Private,12.92462,77.60728,South Bengaluru,,false,false,true,20
MC-P-0343,MCCTNS Camera Manyata Tech Park 343,MCCTNS_Private,13.038726,77.61944,North Bengaluru,,false,false,true,20
MC-P-0076,MCCTNS Camera Rajajinagar 76,MCCTNS_Private,12.994514,77.564192,Central Bengaluru,,false,false,true,20
MC-R-0322,MCCTNS Camera Rajajinagar 322,MCCTNS_RWA,12.994108,77.556155,Central Bengaluru,Rajajinagar,false,false,false,20
BATCS-0139,Traffic Signal Camera 139,BATCS,12.968579,77.614108,East Bengaluru,,true,false,true,80
MC-P-0095,MCCTNS Camera Whitefield 95,MCCTNS_Private,12.970433,77.7,Bengaluru Urban,,false,false,true,20
MC-P-0455,MCCTNS Camera Jayanagar 455,MCCTNS_Private,12.92754,77.584893,South Bengaluru,Jayanagar,false,false,true,20
MC-P-0345,MCCTNS Camera Electronic City 345,MCCTNS_Private,12.852822,77.664278,Bengaluru Urban,,false,false,true,20
MC-P-0022,MCCTNS Camera Manyata Tech Park 22,MCCTNS_Private,13.047178,77.617671,North Bengaluru,Manyata Tech Park,false,false,true,20
MC-R-0006,MCCTNS Camera Rajajinagar 6,MCCTNS_RWA,12.996345,77.555146,Central Bengaluru,Rajajinagar,false,false,true,20
SC-0118,Safe City Camera 118,Safe_City,12.925391,77.55003,South Bengaluru,Banashankari,true,true,true,50
MC-R-0125,MCCTNS Camera Banashankari 125,MCCTNS_RWA,12.928476,77.527737,South Bengaluru,,false,false,true,20
MC-P-0253,MCCTNS Camera Rajajinagar 253,MCCTNS_Private,13.00028,77.556025,North Bengaluru,Rajajinagar,false,false,true,20
BATCS-0393,Traffic Signal Camera 393,BATCS,12.97765,77.59058,Central Bengaluru,,true,false,true,80
MC-P-0386,MCCTNS Camera Whitefield 386,MCCTNS_Private,12.985346,77.7,Bengaluru Urban,,false,false,true,20
BATCS-0090,Traffic Signal Camera 90,BATCS,12.96227,77.575925,Bengaluru Urban,,true,false,true,80
MC-P-0603,MCCTNS Camera Manyata Tech Park 603,MCCTNS_Private,13.04102,77.63544,North Bengaluru,,false,false,true,20
MC-R-0112,MCCTNS Camera JP Nagar 112,MCCTNS_RWA,12.915205,77.591108,South Bengaluru,,false,false,true,20
SC-0014,Safe City Camera 14,Safe_City,13.003766,77.619766,North Bengaluru,,true,true,true,50
MC-R-0080,MCCTNS Camera Commercial Street 80,MCCTNS_RWA,12.986618,77.611382,Central Bengaluru,Commercial Street,false,false,true,20
MC-C-0252,MCCTNS Camera Manyata Tech Park 252,MCCTNS_Commercial,13.040976,77.625757,North Bengaluru,,false,false,true,20
MC-R-0365,MCCTNS Camera Banashankari 365,MCCTNS_RWA,12.938952,77.547087,Bengaluru Urban,,false,false,true,20
MC-P-0207,MCCTNS Camera Electronic City 207,MCCTNS_Private,12.85,77.690202,Bengaluru Urban,,false,false,true,20
MC-R-0197,MCCTNS Camera Jayanagar 197,MCCTNS_RWA,12.9243,77.579887,South Bengaluru,Jayanagar,false,false,true,20
MC-P-0393,MCCTNS Camera Commercial Street 393,MCCTNS_Private,12.982079,77.605505,Central Bengaluru,Commercial Street,false,false,true,20
MC-C-0050,MCCTNS Camera Manyata Tech Park 50,MCCTNS_Commercial,13.05,77.617556,North Bengaluru,Manyata Tech Park,false,false,true,20
BATCS-0396,Traffic Signal Camera 396,BATCS,12.966826,77.620692,East Bengaluru,,true,false,true,80
BATCS-0391,Traffic Signal Camera 391,BATCS,13.008556,77.569308,North Bengaluru,Malleshwaram,true,false,true,80
BATCS-0085,Traffic Signal Camera 85,BATCS,12.92773,77.62113,South Bengaluru,Koramangala 5th Block,true,false,true,80
MC-R-0152,MCCTNS Camera JP Nagar 152,MCCTNS_RWA,12.914135,77.596627,South Bengaluru,,false,false,true,20
BATCS-0268,Traffic Signal Camera 268,BATCS,12.92446,77.628542,South Bengaluru,,true,false,true,80
BATCS-0218,Traffic Signal Camera 218,BATCS,12.928444,77.600599,South Bengaluru,,true,false,true,80
MC-R-0212,MCCTNS Camera Malleshwaram 212,MCCTNS_RWA,13.008219,77.56516,North Bengaluru,,false,false,true,20
MC-P-0479,MCCTNS Camera BTM Layout 479,MCCTNS_Private,12.913668,77.609991,South Bengaluru,BTM Layout,false,false,true,20
SC-0031,Safe City Camera 31,Safe_City,12.975424,77.575821,Central Bengaluru,,true,true,true,50
SC-0166,Safe City Camera 166,Safe_City,12.974678,77.577404,Central Bengaluru,,true,true,true,50
SC-0088,Safe City Camera 88,Safe_City,13.037814,77.522194,North Bengaluru,,true,true,true,50
MC-R-0019,MCCTNS Camera Whitefield 19,MCCTNS_RWA,12.966126,77.7,East Bengaluru,Marathahalli Bridge,false,false,true,20
MC-P-0320,MCCTNS Camera Commercial Street 320,MCCTNS_Private,12.984013,77.604881,Central Bengaluru,Commercial Street,false,false,true,20
MC-P-0016,MCCTNS Camera Manyata Tech Park 16,MCCTNS_Private,13.05,77.605792,North Bengaluru,,false,false,true,20
MC-P-0015,MCCTNS Camera JP Nagar 15,MCCTNS_Private,12.906695,77.590553,South Bengaluru,JP Nagar,false,false,true,20
MC-P-0300,MCCTNS Camera Manyata Tech Park 300,MCCTNS_Private,13.040406,77.622337,North Bengaluru,Manyata Tech Park,false,false,true,20
BATCS-0267,Traffic Signal Camera 267,BATCS,12.974713,77.548667,Bengaluru Urban,,true,false,true,80
MC-P-0430,MCCTNS Camera Jayanagar 430,MCCTNS_Private,12.927165,77.601926,South Bengaluru,,false,false,true,20
MC-P-0292,MCCTNS Camera Banashankari 292,MCCTNS_Private,12.928367,77.560436,South Bengaluru,,false,false,true,20
BATCS-0199,Traffic Signal Camera 199,BATCS,12.934189,77.612332,East Bengaluru,,true,false,true,80
MC-C-0238,MCCTNS Camera Jayanagar 238,MCCTNS_Commercial,12.928171,77.584005,South Bengaluru,Jayanagar,false,false,true,20
MC-R-0142,MCCTNS Camera Malleshwaram 142,MCCTNS_RWA,13.006296,77.568668,North Bengaluru,Malleshwaram,false,false,true,20
SC-0285,Safe City Camera 285 - Whitefield Signal,Safe_City,12.97058,77.7,Bengaluru Urban,,true,true,true,50
MC-P-0255,MCCTNS Camera Commercial Street 255,MCCTNS_Private,12.973976,77.61522,Central Bengaluru,MG Road,false,false,true,20
MC-P-0148,MCCTNS Camera Rajajinagar 148,MCCTNS_Private,12.992671,77.570411,Central Bengaluru,,false,false,true,20
SC-0117,Safe City Camera 117,Safe_City,12.906757,77.580423,South Bengaluru,JP Nagar,true,true,true,50
MC-C-0190,MCCTNS Camera Rajajinagar 190,MCCTNS_Commercial,12.99845,77.555482,Central Bengaluru,Rajajinagar,false,false,true,20
MC-R-0184,MCCTNS Camera Banashankari 184,MCCTNS_RWA,12.922746,77.53079,South Bengaluru,,false,false,true,20
BATCS-0207,Traffic Signal Camera 207,BATCS,12.978221,77.640747,Central Bengaluru,Indiranagar 100ft Road,true,false,true,80
SC-0174,Safe City Camera 174,Safe_City,12.978904,77.646159,Central Bengaluru,Indiranagar 100ft Road,true,true,true,50
MC-C-0061,MCCTNS Camera JP Nagar 61,MCCTNS_Commercial,12.915426,77.586187,South Bengaluru,JP Nagar,false,false,true,20
SC-0185,Safe City Camera 185,Safe_City,12.990366,77.613963,Central Bengaluru,,true,true,true,50
SC-0035,Safe City Camera 35,Safe_City,12.995469,77.616705,Central Bengaluru,,true,true,true,50
SC-0259,Safe City Camera 259 - Hebbal Flyover,Safe_City,13.036561,77.596942,North Bengaluru,Hebbal Flyover,true,true,true,50
MC-P-0291,MCCTNS Camera Malleshwaram 291,MCCTNS_Private,12.994387,77.56806,Central Bengaluru,,false,false,true,20
BATCS-0002,Traffic Signal Camera 2,BATCS,12.990513,77.61408,Central Bengaluru,,true,false,true,80
BATCS-0084,Traffic Signal Camera 84,BATCS,12.987807,77.512243,Bengaluru Urban,,true,false,true,80
BATCS-0373,Traffic Signal Camera 373,BATCS,13.039285,77.564022,North Bengaluru,,true,false,true,80
BATCS-0098,Traffic Signal Camera 98,BATCS,12.918811,77.685481,South Bengaluru,,true,false,true,80
MC-C-0226,MCCTNS Camera Rajajinagar 226,MCCTNS_Commercial,13.001516,77.558256,North Bengaluru,Rajajinagar,false,false,true,20
SC-0106,Safe City Camera 106,Safe_City,12.931753,77.584155,Bengaluru Urban,Jayanagar,true,true,true,50
MC-C-0259,MCCTNS Camera Whitefield 259,MCCTNS_Commercial,12.954196,77.7,East Bengaluru,Marathahalli Bridge,false,false,true,20
MC-P-0010,MCCTNS Camera Whitefield 10,MCCTNS_Private,12.980008,77.7,Bengaluru Urban,,false,false,true,20
MC-P-0620,MCCTNS Camera Banashankari 620,MCCTNS_Private,12.921641,77.550619,South Bengaluru,Banashankari,false,false,true,20
MC-P-0446,MCCTNS Camera Banashankari 446,MCCTNS_Private,12.925861,77.552617,South Bengaluru,Banashankari,false,false,true,20
