plate_number,fir_case_number,crime_type,alert_active,alert_priority
KA-43-KB-9252,KAR/BEN/2024/1812,chain_snatching,True,medium
KA-44-KA-1035,KAR/BEN/2024/1813,vehicle_theft,True,medium
KA-02-P-8700,KAR/HAS/2024/1816,vehicle_theft,True,medium
KA-22-KA-4178,KAR/BEN/2024/1820,chain_snatching,True,medium
KA-21-M-3335,KAR/BEN/2024/1826,vehicle_theft,True,medium
KA-11-B-9383,KAR/MYS/2024/1829,vehicle_theft,False,medium
KA-28-B-2566,KAR/MAN/2024/1832,robbery,True,medium
KA-27-P-6739,KAR/BID/2024/1833,vehicle_theft,True,medium
KA-30-KA-8608,KAR/SHI/2024/1834,vehicle_theft,False,medium
KA-27-B-1207,KAR/DAV/2024/1837,vehicle_theft,True,medium
KA-08-B-7229,KAR/RAI/2024/1843,chain_snatching,True,medium
KA-09-B-3535,KAR/BEN/2024/1848,vehicle_theft,False,medium
KA-28-KB-2169,KAR/BEN/2024/1849,vehicle_theft,True,medium
KA-03-KA-7733,KAR/HUB/2024/1856,chain_snatching,False,medium
KA-25-KA-1560,KAR/BEN/2024/1858,robbery,True,medium
KA-22-KB-6221,KAR/BEN/2024/1859,vehicle_theft,True,medium
KA-06-M-6662,KAR/BEN/2024/1860,robbery,True,medium
KA-36-B-1672,KAR/BID/2024/1861,vehicle_theft,True,medium
KA-33-KA-3329,KAR/BEN/2024/1862,chain_snatching,False,medium
KA-34-P-8118,KAR/KOP/2024/1863,chain_snatching,True,medium
KA-46-P-1460,KAR/UDU/2024/1864,vehicle_theft,True,medium
KA-04-KA-4274,KAR/VIJ/2024/1865,vehicle_theft,True,medium
KA-32-A-9919,KAR/KAL/2024/1869,robbery,True,medium
KA-29-N-6246,KAR/DAV/2024/1872,chain_snatching,True,medium
KA-46-KB-6845,KAR/BEN/2024/1874,vehicle_theft,True,medium
KA-55-KA-4616,KAR/BEN/2024/1875,robbery,True,medium
KA-53-B-9695,KAR/KAL/2024/1876,vehicle_theft,True,medium
