VictimMasterID,CaseMasterID,VictimName,AgeYear,GenderID,VictimPolice
1471,1471,Victim Party #1471,38,2,0
1472,1472,Victim Party #1472,32,1,0
1473,1473,Victim Party #1473,45,2,0
1474,1474,Victim Party #1474,45,1,0
1475,1475,Victim Party #1475,20,1,0
1476,1476,Victim Party #1476,35,2,0
1477,1477,Victim Party #1477,45,2,0
1478,1478,Victim Party #1478,44,1,0
1479,1479,Victim Party #1479,56,1,0
1480,1480,Victim Party #1480,41,2,0
1481,1481,Victim Party #1481,21,2,0
1482,1482,Victim Party #1482,49,1,0
1483,1483,Victim Party #1483,52,1,0
1484,1484,Victim Party #1484,26,2,0
1485,1485,Victim Party #1485,40,1,0
1486,1486,Victim Party #1486,26,2,0
1487,1487,Victim Party #1487,38,2,0
1488,1488,Victim Party #1488,19,2,0
1489,1489,Victim Party #1489,56,2,0
1490,1490,Victim Party #1490,28,1,0
1491,1491,Victim Party #1491,48,2,0
1492,1492,Victim Party #1492,26,1,0
1493,1493,Victim Party #1493,32,1,0
1494,1494,Victim Party #1494,58,1,0
1495,1495,Victim Party #1495,46,2,0
1496,1496,Victim Party #1496,27,2,0
1497,1497,Victim Party #1497,25,1,0
1498,1498,Victim Party #1498,33,1,0
1499,1499,Victim Party #1499,46,2,0
1500,1500,Victim Party #1500,41,2,0
1501,1501,Victim Party #1501,27,1,0
1502,1502,Victim Party #1502,19,2,0
1503,1503,Victim Party #1503,35,1,0
1504,1504,Victim Party #1504,54,2,0
1505,1505,Victim Party #1505,49,2,0
1506,1506,Victim Party #1506,34,1,0
1507,1507,Victim Party #1507,52,1,0
1508,1508,Victim Party #1508,26,1,0
1509,1509,Victim Party #1509,26,2,0
1510,1510,Victim Party #1510,51,1,0
1511,1511,Victim Party #1511,46,1,0
1512,1512,Victim Party #1512,53,2,0
1513,1513,Victim Party #1513,20,2,0
1514,1514,Victim Party #1514,31,2,0
1515,1515,Victim Party #1515,30,1,0
1516,1516,Victim Party #1516,33,2,0
1517,1517,Victim Party #1517,45,2,0
1518,1518,Victim Party #1518,56,2,0
1519,1519,Victim Party #1519,28,2,0
1520,1520,Victim Party #1520,20,1,0
1521,1521,Victim Party #1521,24,1,0
1522,1522,Victim Party #1522,36,2,0
1523,1523,Victim Party #1523,31,1,0
1524,1524,Victim Party #1524,25,1,0
1525,1525,Victim Party #1525,20,1,0
1526,1526,Victim Party #1526,44,2,0
1527,1527,Victim Party #1527,51,2,0
1528,1528,Victim Party #1528,34,2,0
1529,1529,Victim Party #1529,40,1,0
1530,1530,Victim Party #1530,48,2,0
1531,1531,Victim Party #1531,53,1,0
1532,1532,Victim Party #1532,53,1,0
1533,1533,Victim Party #1533,29,2,0
1534,1534,Victim Party #1534,57,1,0
1535,1535,Victim Party #1535,26,2,0
1536,1536,Victim Party #1536,43,2,0
1537,1537,Victim Party #1537,29,2,0
1538,1538,Victim Party #1538,40,2,0
1539,1539,Victim Party #1539,29,1,0
1540,1540,Victim Party #1540,24,2,0
1541,1541,Victim Party #1541,47,1,0
1542,1542,Victim Party #1542,51,1,0
1543,1543,Victim Party #1543,47,2,0
1544,1544,Victim Party #1544,37,1,0
1545,1545,Victim Party #1545,37,1,0
1546,1546,Victim Party #1546,36,2,0
1547,1547,Victim Party #1547,36,1,0
1548,1548,Victim Party #1548,29,1,0
1549,1549,Victim Party #1549,33,2,0
1550,1550,Victim Party #1550,56,2,0
1551,1551,Victim Party #1551,25,2,0
1552,1552,Victim Party #1552,46,2,0
1553,1553,Victim Party #1553,41,1,0
1554,1554,Victim Party #1554,55,2,0
1555,1555,Victim Party #1555,49,2,0
1556,1556,Victim Party #1556,41,2,0
1557,1557,Victim Party #1557,23,2,0
1558,1558,Victim Party #1558,46,1,0
1559,1559,Victim Party #1559,44,2,0
1560,1560,Victim Party #1560,58,1,0
1561,1561,Victim Party #1561,32,1,0
1562,1562,Victim Party #1562,19,1,0
1563,1563,Victim Party #1563,43,2,0
1564,1564,Victim Party #1564,24,1,0
1565,1565,Victim Party #1565,36,2,0
1566,1566,Victim Party #1566,58,1,0
1567,1567,Victim Party #1567,56,1,0
1568,1568,Victim Party #1568,19,2,0
1569,1569,Victim Party #1569,35,1,0
1570,1570,Victim Party #1570,50,1,0
1571,1571,Victim Party #1571,56,2,0
1572,1572,Victim Party #1572,46,2,0
1573,1573,Victim Party #1573,35,2,0
1574,1574,Victim Party #1574,27,1,0
1575,1575,Victim Party #1575,40,2,0
1576,1576,Victim Party #1576,19,2,0
1577,1577,Victim Party #1577,46,2,0
1578,1578,Victim Party #1578,58,1,0
1579,1579,Victim Party #1579,34,2,0
1580,1580,Victim Party #1580,32,2,0
1581,1581,Victim Party #1581,53,1,0
1582,1582,Victim Party #1582,32,1,0
1583,1583,Victim Party #1583,22,1,0
1584,1584,Victim Party #1584,43,1,0
1585,1585,Victim Party #1585,24,1,0
1586,1586,Victim Party #1586,58,2,0
1587,1587,Victim Party #1587,42,2,0
1588,1588,Victim Party #1588,28,1,0
1589,1589,Victim Party #1589,33,2,0
1590,1590,Victim Party #1590,22,2,0
1591,1591,Victim Party #1591,49,1,0
1592,1592,Victim Party #1592,49,2,0
1593,1593,Victim Party #1593,28,1,0
1594,1594,Victim Party #1594,40,1,0
1595,1595,Victim Party #1595,35,1,0
1596,1596,Victim Party #1596,20,2,0
1597,1597,Victim Party #1597,43,1,0
1598,1598,Victim Party #1598,46,2,0
1599,1599,Victim Party #1599,57,1,0
1600,1600,Victim Party #1600,50,2,0
1601,1601,Victim Party #1601,47,1,0
1602,1602,Victim Party #1602,34,2,0
1603,1603,Victim Party #1603,36,1,0
1604,1604,Victim Party #1604,27,1,0
1605,1605,Victim Party #1605,30,1,0
1606,1606,Victim Party #1606,24,2,0
1607,1607,Victim Party #1607,42,2,0
1608,1608,Victim Party #1608,24,2,0
1609,1609,Victim Party #1609,42,1,0
1610,1610,Victim Party #1610,28,2,0
1611,1611,Victim Party #1611,40,1,0
1612,1612,Victim Party #1612,38,2,0
1613,1613,Victim Party #1613,36,2,0
1614,1614,Victim Party #1614,25,1,0
1615,1615,Victim Party #1615,53,2,0
1616,1616,Victim Party #1616,25,1,0
1617,1617,Victim Party #1617,29,1,0
1618,1618,Victim Party #1618,51,2,0
1619,1619,Victim Party #1619,55,2,0
1620,1620,Victim Party #1620,47,2,0
1621,1621,Victim Party #1621,30,1,0
1622,1622,Victim Party #1622,38,2,0
1623,1623,Victim Party #1623,24,2,0
1624,1624,Victim Party #1624,56,1,0
1625,1625,Victim Party #1625,29,2,0
1626,1626,Victim Party #1626,32,2,0
1627,1627,Victim Party #1627,53,1,0
1628,1628,Victim Party #1628,20,1,0
1629,1629,Victim Party #1629,32,2,0
1630,1630,Victim Party #1630,48,2,0
1631,1631,Victim Party #1631,42,1,0
1632,1632,Victim Party #1632,58,2,0
1633,1633,Victim Party #1633,36,1,0
1634,1634,Victim Party #1634,53,2,0
1635,1635,Victim Party #1635,47,2,0
1636,1636,Victim Party #1636,29,2,0
1637,1637,Victim Party #1637,58,1,0
1638,1638,Victim Party #1638,26,1,0
1639,1639,Victim Party #1639,53,1,0
1640,1640,Victim Party #1640,23,1,0
1641,1641,Victim Party #1641,25,1,0
1642,1642,Victim Party #1642,26,2,0
1643,1643,Victim Party #1643,26,1,0
1644,1644,Victim Party #1644,58,1,0
1645,1645,Victim Party #1645,52,1,0
1646,1646,Victim Party #1646,56,1,0
1647,1647,Victim Party #1647,55,1,0
1648,1648,Victim Party #1648,23,2,0
1649,1649,Victim Party #1649,41,2,0
1650,1650,Victim Party #1650,38,1,0
1651,1651,Victim Party #1651,44,1,0
1652,1652,Victim Party #1652,34,2,0
1653,1653,Victim Party #1653,51,2,0
1654,1654,Victim Party #1654,36,1,0
1655,1655,Victim Party #1655,24,1,0
1656,1656,Victim Party #1656,34,2,0
1657,1657,Victim Party #1657,55,1,0
1658,1658,Victim Party #1658,26,2,0
1659,1659,Victim Party #1659,35,2,0
1660,1660,Victim Party #1660,50,2,0
1661,1661,Victim Party #1661,27,2,0
1662,1662,Victim Party #1662,47,1,0
1663,1663,Victim Party #1663,53,1,0
1664,1664,Victim Party #1664,31,1,0
1665,1665,Victim Party #1665,20,2,0
1666,1666,Victim Party #1666,19,2,0
1667,1667,Victim Party #1667,29,1,0
1668,1668,Victim Party #1668,28,1,0
1669,1669,Victim Party #1669,39,2,0
1670,1670,Victim Party #1670,26,2,0
1671,1671,Victim Party #1671,21,1,0
1672,1672,Victim Party #1672,27,1,0
1673,1673,Victim Party #1673,53,1,0
1674,1674,Victim Party #1674,39,1,0
1675,1675,Victim Party #1675,38,1,0
1676,1676,Victim Party #1676,42,1,0
1677,1677,Victim Party #1677,38,2,0
1678,1678,Victim Party #1678,48,1,0
1679,1679,Victim Party #1679,35,2,0
1680,1680,Victim Party #1680,57,1,0
1681,1681,Victim Party #1681,47,2,0
1682,1682,Victim Party #1682,51,1,0
1683,1683,Victim Party #1683,30,1,0
1684,1684,Victim Party #1684,43,1,0
1685,1685,Victim Party #1685,55,1,0
1686,1686,Victim Party #1686,58,1,0
1687,1687,Victim Party #1687,42,1,0
1688,1688,Victim Party #1688,34,2,0
1689,1689,Victim Party #1689,20,2,0
1690,1690,Victim Party #1690,27,1,0
1691,1691,Victim Party #1691,28,1,0
1692,1692,Victim Party #1692,48,2,0
1693,1693,Victim Party #1693,30,2,0
1694,1694,Victim Party #1694,55,1,0
1695,1695,Victim Party #1695,20,1,0
1696,1696,Victim Party #1696,24,1,0
1697,1697,Victim Party #1697,30,2,0
1698,1698,Victim Party #1698,39,1,0
1699,1699,Victim Party #1699,33,1,0
1700,1700,Victim Party #1700,37,1,0
1701,1701,Victim Party #1701,33,1,0
1702,1702,Victim Party #1702,32,2,0
1703,1703,Victim Party #1703,42,2,0
1704,1704,Victim Party #1704,31,1,0
1705,1705,Victim Party #1705,52,2,0
1706,1706,Victim Party #1706,55,2,0
1707,1707,Victim Party #1707,21,2,0
1708,1708,Victim Party #1708,33,1,0
1709,1709,Victim Party #1709,29,1,0
1710,1710,Victim Party #1710,21,1,0
1711,1711,Victim Party #1711,48,1,0
1712,1712,Victim Party #1712,22,2,0
1713,1713,Victim Party #1713,38,2,0
1714,1714,Victim Party #1714,29,2,0
1715,1715,Victim Party #1715,46,2,0
1716,1716,Victim Party #1716,56,1,0
1717,1717,Victim Party #1717,28,2,0
1718,1718,Victim Party #1718,56,1,0
1719,1719,Victim Party #1719,52,1,0
1720,1720,Victim Party #1720,19,2,0
1721,1721,Victim Party #1721,32,1,0
1722,1722,Victim Party #1722,44,2,0
1723,1723,Victim Party #1723,52,1,0
1724,1724,Victim Party #1724,56,2,0
1725,1725,Victim Party #1725,55,1,0
1726,1726,Victim Party #1726,30,2,0
1727,1727,Victim Party #1727,25,1,0
1728,1728,Victim Party #1728,23,2,0
1729,1729,Victim Party #1729,47,1,0
1730,1730,Victim Party #1730,29,1,0
1731,1731,Victim Party #1731,43,2,0
1732,1732,Victim Party #1732,49,1,0
1733,1733,Victim Party #1733,53,2,0
1734,1734,Victim Party #1734,31,2,0
1735,1735,Victim Party #1735,58,1,0
1736,1736,Victim Party #1736,52,2,0
1737,1737,Victim Party #1737,51,1,0
1738,1738,Victim Party #1738,55,2,0
1739,1739,Victim Party #1739,32,1,0
1740,1740,Victim Party #1740,27,1,0
1741,1741,Victim Party #1741,43,1,0
1742,1742,Victim Party #1742,28,2,0
1743,1743,Victim Party #1743,49,1,0
1744,1744,Victim Party #1744,55,1,0
1745,1745,Victim Party #1745,34,2,0
1746,1746,Victim Party #1746,54,1,0
1747,1747,Victim Party #1747,42,1,0
1748,1748,Victim Party #1748,57,1,0
1749,1749,Victim Party #1749,27,2,0
1750,1750,Victim Party #1750,50,1,0
1751,1751,Victim Party #1751,26,2,0
1752,1752,Victim Party #1752,23,2,0
1753,1753,Victim Party #1753,39,2,0
1754,1754,Victim Party #1754,39,2,0
1755,1755,Victim Party #1755,43,1,0
1756,1756,Victim Party #1756,48,2,0
1757,1757,Victim Party #1757,35,2,0
1758,1758,Victim Party #1758,23,1,0
1759,1759,Victim Party #1759,51,1,0
1760,1760,Victim Party #1760,27,1,0
1761,1761,Victim Party #1761,46,1,0
1762,1762,Victim Party #1762,30,2,0
1763,1763,Victim Party #1763,28,1,0
1764,1764,Victim Party #1764,48,1,0
1765,1765,Victim Party #1765,43,2,0
1766,1766,Victim Party #1766,50,2,0
1767,1767,Victim Party #1767,33,1,0
1768,1768,Victim Party #1768,46,2,0
1769,1769,Victim Party #1769,43,1,0
1770,1770,Victim Party #1770,42,2,0
1771,1771,Victim Party #1771,23,2,0
1772,1772,Victim Party #1772,55,1,0
1773,1773,Victim Party #1773,50,1,0
1774,1774,Victim Party #1774,58,1,0
1775,1775,Victim Party #1775,36,1,0
1776,1776,Victim Party #1776,44,1,0
1777,1777,Victim Party #1777,23,2,0
1778,1778,Victim Party #1778,40,1,0
1779,1779,Victim Party #1779,51,2,0
1780,1780,Victim Party #1780,32,2,0
1781,1781,Victim Party #1781,31,1,0
1782,1782,Victim Party #1782,50,2,0
1783,1783,Victim Party #1783,33,1,0
1784,1784,Victim Party #1784,37,2,0
1785,1785,Victim Party #1785,23,2,0
1786,1786,Victim Party #1786,51,2,0
1787,1787,Victim Party #1787,55,2,0
1788,1788,Victim Party #1788,45,1,0
1789,1789,Victim Party #1789,57,1,0
1790,1790,Victim Party #1790,47,2,0
1791,1791,Victim Party #1791,57,1,0
1792,1792,Victim Party #1792,58,1,0
1793,1793,Victim Party #1793,35,1,0
1794,1794,Victim Party #1794,31,1,0
1795,1795,Victim Party #1795,49,1,0
1796,1796,Victim Party #1796,40,1,0
1797,1797,Victim Party #1797,41,1,0
1798,1798,Victim Party #1798,51,2,0
1799,1799,Victim Party #1799,57,1,0
1800,1800,Victim Party #1800,52,1,0
1801,1801,Victim Party #1801,34,1,0
1802,1802,Victim Party #1802,55,1,0
1803,1803,Victim Party #1803,37,2,0
1804,1804,Victim Party #1804,32,1,0
1805,1805,Victim Party #1805,52,1,0
1806,1806,Victim Party #1806,54,1,0
1807,1807,Victim Party #1807,45,2,0
1808,1808,Victim Party #1808,24,2,0
1809,1809,Victim Party #1809,32,1,0
1810,1810,Victim Party #1810,43,1,0
1811,1811,Victim Party #1811,32,1,0
1812,1812,Victim Party #1812,21,1,0
1813,1813,Victim Party #1813,58,2,0
1814,1814,Victim Party #1814,28,2,0
1815,1815,Victim Party #1815,24,2,0
1816,1816,Victim Party #1816,21,2,0
1817,1817,Victim Party #1817,47,2,0
1818,1818,Victim Party #1818,25,1,0
1819,1819,Victim Party #1819,22,2,0
1820,1820,Victim Party #1820,38,2,0
1821,1821,Victim Party #1821,34,1,0
1822,1822,Victim Party #1822,36,2,0
1823,1823,Victim Party #1823,46,2,0
1824,1824,Victim Party #1824,36,2,0
1825,1825,Victim Party #1825,53,1,0
1826,1826,Victim Party #1826,34,2,0
1827,1827,Victim Party #1827,49,1,0
1828,1828,Victim Party #1828,41,2,0
1829,1829,Victim Party #1829,39,2,0
1830,1830,Victim Party #1830,54,1,0
1831,1831,Victim Party #1831,47,1,0
1832,1832,Victim Party #1832,21,1,0
1833,1833,Victim Party #1833,52,2,0
1834,1834,Victim Party #1834,48,2,0
1835,1835,Victim Party #1835,30,1,0
1836,1836,Victim Party #1836,51,1,0
1837,1837,Victim Party #1837,57,2,0
1838,1838,Victim Party #1838,56,1,0
1839,1839,Victim Party #1839,28,2,0
1840,1840,Victim Party #1840,41,1,0
1841,1841,Victim Party #1841,46,2,0
1842,1842,Victim Party #1842,53,1,0
1843,1843,Victim Party #1843,55,2,0
1844,1844,Victim Party #1844,34,1,0
1845,1845,Victim Party #1845,48,1,0
1846,1846,Victim Party #1846,37,2,0
1847,1847,Victim Party #1847,56,2,0
1848,1848,Victim Party #1848,44,1,0
1849,1849,Victim Party #1849,39,1,0
1850,1850,Victim Party #1850,19,1,0
1851,1851,Victim Party #1851,22,2,0
1852,1852,Victim Party #1852,25,2,0
1853,1853,Victim Party #1853,49,2,0
1854,1854,Victim Party #1854,26,2,0
1855,1855,Victim Party #1855,46,1,0
1856,1856,Victim Party #1856,46,1,0
1857,1857,Victim Party #1857,23,1,0
1858,1858,Victim Party #1858,20,2,0
1859,1859,Victim Party #1859,54,2,0
1860,1860,Victim Party #1860,49,2,0
1861,1861,Victim Party #1861,33,2,0
1862,1862,Victim Party #1862,30,1,0
1863,1863,Victim Party #1863,58,2,0
1864,1864,Victim Party #1864,55,2,0
1865,1865,Victim Party #1865,22,1,0
1866,1866,Victim Party #1866,45,2,0
1867,1867,Victim Party #1867,42,1,0
1868,1868,Victim Party #1868,20,1,0
1869,1869,Victim Party #1869,49,1,0
1870,1870,Victim Party #1870,43,2,0
1871,1871,Victim Party #1871,19,2,0
1872,1872,Victim Party #1872,29,1,0
1873,1873,Victim Party #1873,33,1,0
1874,1874,Victim Party #1874,52,2,0
1875,1875,Victim Party #1875,22,1,0
1876,1876,Victim Party #1876,35,1,0
1877,1877,Victim Party #1877,37,1,0
1878,1878,Victim Party #1878,41,1,0
1879,1879,Victim Party #1879,51,1,0
1880,1880,Victim Party #1880,40,1,0
1881,1881,Victim Party #1881,38,1,0
1882,1882,Victim Party #1882,39,2,0
1883,1883,Victim Party #1883,24,1,0
1884,1884,Victim Party #1884,22,1,0
1885,1885,Victim Party #1885,35,2,0
1886,1886,Victim Party #1886,24,2,0
1887,1887,Victim Party #1887,19,2,0
1888,1888,Victim Party #1888,53,1,0
1889,1889,Victim Party #1889,25,1,0
1890,1890,Victim Party #1890,54,2,0
1891,1891,Victim Party #1891,58,1,0
1892,1892,Victim Party #1892,23,1,0
1893,1893,Victim Party #1893,35,1,0
1894,1894,Victim Party #1894,26,1,0
1895,1895,Victim Party #1895,27,1,0
1896,1896,Victim Party #1896,56,2,0
1897,1897,Victim Party #1897,19,1,0
1898,1898,Victim Party #1898,30,2,0
1899,1899,Victim Party #1899,30,1,0
1900,1900,Victim Party #1900,48,1,0
1901,1901,Victim Party #1901,24,1,0
1902,1902,Victim Party #1902,30,1,0
1903,1903,Victim Party #1903,42,2,0
1904,1904,Victim Party #1904,58,2,0
1905,1905,Victim Party #1905,24,2,0
1906,1906,Victim Party #1906,29,1,0
1907,1907,Victim Party #1907,46,2,0
1908,1908,Victim Party #1908,44,1,0
1909,1909,Victim Party #1909,29,2,0
1910,1910,Victim Party #1910,27,2,0
1911,1911,Victim Party #1911,58,2,0
1912,1912,Victim Party #1912,20,2,0
1913,1913,Victim Party #1913,27,2,0
1914,1914,Victim Party #1914,29,1,0
1915,1915,Victim Party #1915,49,2,0
1916,1916,Victim Party #1916,47,1,0
1917,1917,Victim Party #1917,33,1,0
1918,1918,Victim Party #1918,25,2,0
1919,1919,Victim Party #1919,30,1,0
1920,1920,Victim Party #1920,28,1,0
1921,1921,Victim Party #1921,54,2,0
1922,1922,Victim Party #1922,34,2,0
1923,1923,Victim Party #1923,31,1,0
1924,1924,Victim Party #1924,46,1,0
1925,1925,Victim Party #1925,50,1,0
1926,1926,Victim Party #1926,28,1,0
1927,1927,Victim Party #1927,25,2,0
1928,1928,Victim Party #1928,34,1,0
1929,1929,Victim Party #1929,20,2,0
1930,1930,Victim Party #1930,32,1,0
1931,1931,Victim Party #1931,55,1,0
1932,1932,Victim Party #1932,55,1,0
1933,1933,Victim Party #1933,38,2,0
1934,1934,Victim Party #1934,29,1,0
1935,1935,Victim Party #1935,34,1,0
1936,1936,Victim Party #1936,46,2,0
1937,1937,Victim Party #1937,43,2,0
1938,1938,Victim Party #1938,31,1,0
1939,1939,Victim Party #1939,42,1,0
1940,1940,Victim Party #1940,40,1,0
1941,1941,Victim Party #1941,54,1,0
1942,1942,Victim Party #1942,46,1,0
1943,1943,Victim Party #1943,34,1,0
1944,1944,Victim Party #1944,54,2,0
1945,1945,Victim Party #1945,30,2,0
1946,1946,Victim Party #1946,57,2,0
1947,1947,Victim Party #1947,44,1,0
1948,1948,Victim Party #1948,49,1,0
1949,1949,Victim Party #1949,40,2,0
1950,1950,Victim Party #1950,46,1,0
1951,1951,Victim Party #1951,40,1,0
1952,1952,Victim Party #1952,51,2,0
1953,1953,Victim Party #1953,53,2,0
1954,1954,Victim Party #1954,55,2,0
1955,1955,Victim Party #1955,39,2,0
1956,1956,Victim Party #1956,50,1,0
1957,1957,Victim Party #1957,49,1,0
1958,1958,Victim Party #1958,21,1,0
1959,1959,Victim Party #1959,55,1,0
1960,1960,Victim Party #1960,56,2,0
1961,1961,Victim Party #1961,24,2,0
1962,1962,Victim Party #1962,35,1,0
1963,1963,Victim Party #1963,45,1,0
1964,1964,Victim Party #1964,29,2,0
1965,1965,Victim Party #1965,38,2,0
1966,1966,Victim Party #1966,35,2,0
1967,1967,Victim Party #1967,47,2,0
1968,1968,Victim Party #1968,38,1,0
1969,1969,Victim Party #1969,39,2,0
1970,1970,Victim Party #1970,57,1,0
1971,1971,Victim Party #1971,42,1,0
1972,1972,Victim Party #1972,52,1,0
1973,1973,Victim Party #1973,38,2,0
1974,1974,Victim Party #1974,58,2,0
1975,1975,Victim Party #1975,37,1,0
1976,1976,Victim Party #1976,34,1,0
1977,1977,Victim Party #1977,43,1,0
1978,1978,Victim Party #1978,26,1,0
1979,1979,Victim Party #1979,48,1,0
1980,1980,Victim Party #1980,34,1,0
1981,1981,Victim Party #1981,57,2,0
1982,1982,Victim Party #1982,34,2,0
1983,1983,Victim Party #1983,33,2,0
1984,1984,Victim Party #1984,34,2,0
1985,1985,Victim Party #1985,20,1,0
1986,1986,Victim Party #1986,45,2,0
1987,1987,Victim Party #1987,46,2,0
1988,1988,Victim Party #1988,40,2,0
1989,1989,Victim Party #1989,43,2,0
1990,1990,Victim Party #1990,49,2,0
1991,1991,Victim Party #1991,32,1,0
1992,1992,Victim Party #1992,45,2,0
1993,1993,Victim Party #1993,43,1,0
1994,1994,Victim Party #1994,52,2,0
1995,1995,Victim Party #1995,58,2,0
1996,1996,Victim Party #1996,52,1,0
1997,1997,Victim Party #1997,53,2,0
1998,1998,Victim Party #1998,58,2,0
1999,1999,Victim Party #1999,24,1,0
2000,2000,Victim Party #2000,56,1,0
2001,2001,Victim Party #2001,36,1,0
2002,2002,Victim Party #2002,37,2,0
2003,2003,Victim Party #2003,45,2,0
2004,2004,Victim Party #2004,49,1,0
2005,2005,Victim Party #2005,55,2,0
2006,2006,Victim Party #2006,24,1,0
2007,2007,Victim Party #2007,46,1,0
2008,2008,Victim Party #2008,52,2,0
2009,2009,Victim Party #2009,39,1,0
2010,2010,Victim Party #2010,41,1,0
2011,2011,Victim Party #2011,36,1,0
2012,2012,Victim Party #2012,40,2,0
2013,2013,Victim Party #2013,23,1,0
2014,2014,Victim Party #2014,22,1,0
2015,2015,Victim Party #2015,39,1,0
2016,2016,Victim Party #2016,31,1,0
2017,2017,Victim Party #2017,33,1,0
2018,2018,Victim Party #2018,52,2,0
2019,2019,Victim Party #2019,57,2,0
2020,2020,Victim Party #2020,44,1,0
2021,2021,Victim Party #2021,46,1,0
2022,2022,Victim Party #2022,55,1,0
2023,2023,Victim Party #2023,58,2,0
2024,2024,Victim Party #2024,44,2,0
2025,2025,Victim Party #2025,42,1,0
2026,2026,Victim Party #2026,50,1,0
2027,2027,Victim Party #2027,51,2,0
2028,2028,Victim Party #2028,48,1,0
2029,2029,Victim Party #2029,44,2,0
2030,2030,Victim Party #2030,25,1,0
2031,2031,Victim Party #2031,30,1,0
2032,2032,Victim Party #2032,23,1,0
2033,2033,Victim Party #2033,47,2,0
2034,2034,Victim Party #2034,27,1,0
2035,2035,Victim Party #2035,32,2,0
2036,2036,Victim Party #2036,34,2,0
2037,2037,Victim Party #2037,31,1,0
2038,2038,Victim Party #2038,42,2,0
2039,2039,Victim Party #2039,20,2,0
2040,2040,Victim Party #2040,26,2,0
2041,2041,Victim Party #2041,54,2,0
2042,2042,Victim Party #2042,45,1,0
2043,2043,Victim Party #2043,32,2,0
2044,2044,Victim Party #2044,45,2,0
2045,2045,Victim Party #2045,58,1,0
2046,2046,Victim Party #2046,41,2,0
2047,2047,Victim Party #2047,21,1,0
2048,2048,Victim Party #2048,51,2,0
2049,2049,Victim Party #2049,25,2,0
2050,2050,Victim Party #2050,21,2,0
2051,2051,Victim Party #2051,43,2,0
2052,2052,Victim Party #2052,46,1,0
2053,2053,Victim Party #2053,33,2,0
2054,2054,Victim Party #2054,43,1,0
2055,2055,Victim Party #2055,19,1,0
2056,2056,Victim Party #2056,27,2,0
2057,2057,Victim Party #2057,54,1,0
2058,2058,Victim Party #2058,39,1,0
2059,2059,Victim Party #2059,22,2,0
2060,2060,Victim Party #2060,39,2,0
2061,2061,Victim Party #2061,33,1,0
2062,2062,Victim Party #2062,49,1,0
2063,2063,Victim Party #2063,31,2,0
2064,2064,Victim Party #2064,30,2,0
2065,2065,Victim Party #2065,30,2,0
2066,2066,Victim Party #2066,56,1,0
2067,2067,Victim Party #2067,23,1,0
2068,2068,Victim Party #2068,34,2,0
2069,2069,Victim Party #2069,40,2,0
2070,2070,Victim Party #2070,53,1,0
2071,2071,Victim Party #2071,34,2,0
2072,2072,Victim Party #2072,23,1,0
2073,2073,Victim Party #2073,26,2,0
2074,2074,Victim Party #2074,42,2,0
2075,2075,Victim Party #2075,38,2,0
2076,2076,Victim Party #2076,30,1,0
2077,2077,Victim Party #2077,33,2,0
2078,2078,Victim Party #2078,31,1,0
2079,2079,Victim Party #2079,44,2,0
2080,2080,Victim Party #2080,31,1,0
2081,2081,Victim Party #2081,25,2,0
2082,2082,Victim Party #2082,20,2,0
2083,2083,Victim Party #2083,25,2,0
2084,2084,Victim Party #2084,25,2,0
2085,2085,Victim Party #2085,37,1,0
2086,2086,Victim Party #2086,41,2,0
2087,2087,Victim Party #2087,55,1,0
2088,2088,Victim Party #2088,27,2,0
2089,2089,Victim Party #2089,46,2,0
2090,2090,Victim Party #2090,25,2,0
2091,2091,Victim Party #2091,27,2,0
2092,2092,Victim Party #2092,28,2,0
2093,2093,Victim Party #2093,35,2,0
2094,2094,Victim Party #2094,45,2,0
2095,2095,Victim Party #2095,35,2,0
2096,2096,Victim Party #2096,48,1,0
2097,2097,Victim Party #2097,52,2,0
2098,2098,Victim Party #2098,43,1,0
2099,2099,Victim Party #2099,38,2,0
2100,2100,Victim Party #2100,29,1,0
2101,2101,Victim Party #2101,31,1,0
2102,2102,Victim Party #2102,33,1,0
2103,2103,Victim Party #2103,43,2,0
2104,2104,Victim Party #2104,42,1,0
2105,2105,Victim Party #2105,30,1,0
2106,2106,Victim Party #2106,22,1,0
2107,2107,Victim Party #2107,35,2,0
2108,2108,Victim Party #2108,51,2,0
2109,2109,Victim Party #2109,46,2,0
2110,2110,Victim Party #2110,34,1,0
2111,2111,Victim Party #2111,37,1,0
2112,2112,Victim Party #2112,22,1,0
2113,2113,Victim Party #2113,57,1,0
2114,2114,Victim Party #2114,39,2,0
2115,2115,Victim Party #2115,34,2,0
2116,2116,Victim Party #2116,31,2,0
2117,2117,Victim Party #2117,45,1,0
2118,2118,Victim Party #2118,30,1,0
2119,2119,Victim Party #2119,44,2,0
2120,2120,Victim Party #2120,49,1,0
2121,2121,Victim Party #2121,49,2,0
2122,2122,Victim Party #2122,37,2,0
2123,2123,Victim Party #2123,22,1,0
2124,2124,Victim Party #2124,28,1,0
2125,2125,Victim Party #2125,39,2,0
2126,2126,Victim Party #2126,31,2,0
2127,2127,Victim Party #2127,56,2,0
2128,2128,Victim Party #2128,50,2,0
2129,2129,Victim Party #2129,36,2,0
2130,2130,Victim Party #2130,43,1,0
2131,2131,Victim Party #2131,53,1,0
2132,2132,Victim Party #2132,44,1,0
2133,2133,Victim Party #2133,51,2,0
2134,2134,Victim Party #2134,54,2,0
